Obs	SALARIO_BASE	GASTO_EN_SAL
735	" $14,468.82 "	 $19.93 
736	" $37,535.13 "	 $26.76 
737	" $20,222.01 "	 $33.02 
738	" $24,407.88 "	 $23.86 
739	" $41,782.44 "	 $20.34 
740	" $17,856.49 "	 $34.44 
741	" $26,789.80 "	 $20.94 
742	" $56,704.72 "	 $25.18 
743	" $26,712.97 "	 $18.51 
744	" $19,478.07 "	 $28.76 
745	" $38,914.62 "	 $30.59 
746	" $32,170.67 "	 $28.41 
747	" $35,084.86 "	 $31.41 
748	" $34,738.79 "	 $31.07 
749	" $25,809.75 "	 $21.87 
750	" $35,085.76 "	 $22.50 
751	" $23,443.10 "	 $23.94 
752	" $50,700.03 "	 $27.30 
753	" $34,176.65 "	 $20.61 
754	" $19,309.88 "	 $19.53 
755	" $32,048.07 "	 $29.48 
756	" $26,001.01 "	 $28.98 
757	" $21,152.88 "	 $16.87 
758	" $18,007.54 "	 $21.52 
759	" $30,639.61 "	 $23.99 
760	" $47,677.02 "	 $33.19 
761	" $15,859.85 "	 $25.29 
762	" $19,918.22 "	 $28.11 
763	" $20,036.98 "	 $31.43 
764	" $22,829.70 "	 $18.63 
765	" $27,167.94 "	 $27.01 
766	" $35,801.47 "	 $30.49 
767	" $20,783.06 "	 $32.87 
768	" $59,056.50 "	 $20.83 
769	" $30,206.98 "	 $31.71 
770	" $25,237.11 "	 $29.38 
771	" $52,274.37 "	 $21.47 
772	" $31,346.40 "	 $26.78 
773	" $16,796.35 "	 $33.42 
774	" $48,764.68 "	 $28.73 
775	" $33,980.78 "	 $21.56 
776	" $78,933.82 "	 $26.65 
777	" $15,836.82 "	 $23.39 
778	" $27,691.62 "	 $31.14 
779	" $22,498.89 "	 $20.04 
780	" $28,906.71 "	 $23.94 
781	" $27,670.84 "	 $24.85 
782	" $40,508.62 "	 $18.64 
783	" $23,992.04 "	 $32.56 
784	" $22,743.46 "	 $25.80 
785	" $23,997.20 "	 $29.71 
786	" $51,259.08 "	 $26.16 
787	" $27,729.15 "	 $27.29 
788	" $34,008.21 "	 $29.35 
789	" $18,955.87 "	 $18.07 
790	" $20,341.46 "	 $27.62 
791	" $24,299.66 "	 $28.08 
792	" $24,343.39 "	 $20.42 
793	" $29,190.97 "	 $30.62 
794	" $33,835.25 "	 $24.94 
795	" $19,344.53 "	 $18.56 
796	" $15,171.16 "	 $21.76 
797	" $14,472.41 "	 $21.72 
798	" $28,421.67 "	 $23.30 
799	" $31,599.47 "	 $25.91 
800	" $27,631.82 "	 $20.83 
801	" $21,049.77 "	 $19.91 
802	" $46,350.38 "	 $28.93 
803	" $37,627.46 "	 $24.47 
804	" $24,841.81 "	 $26.08 
805	" $27,750.79 "	 $17.28 
806	" $22,256.14 "	 $13.54 
807	" $33,581.70 "	 $29.22 
808	" $30,920.61 "	 $23.67 
809	" $25,342.00 "	 $25.70 
810	" $37,686.68 "	 $15.37 
811	" $16,859.22 "	 $22.36 
812	" $18,770.72 "	 $27.71 
813	" $47,267.99 "	 $28.44 
814	" $33,106.40 "	 $22.08 
815	" $18,919.30 "	 $19.01 
816	" $53,181.44 "	 $29.82 
817	" $26,162.44 "	 $29.44 
818	" $14,646.22 "	 $30.78 
819	" $20,114.26 "	 $23.47 
820	" $17,309.68 "	 $31.16 
821	" $45,463.39 "	 $25.17 
822	" $21,861.26 "	 $23.07 
823	" $20,611.34 "	 $32.65 
824	" $13,491.48 "	 $22.73 
825	" $20,362.28 "	 $21.94 
826	" $21,047.08 "	 $24.96 
827	" $24,260.60 "	 $33.60 
828	" $27,645.57 "	 $17.32 
829	" $34,299.19 "	 $32.72 
830	" $33,134.20 "	 $31.73 
831	" $14,661.61 "	 $31.47 
832	" $32,568.27 "	 $25.80 
833	" $52,376.39 "	 $20.57 
834	" $51,549.16 "	 $36.37 
835	" $31,052.42 "	 $25.92 
836	" $15,452.79 "	 $29.68 
837	" $42,887.92 "	 $21.98 
838	" $16,611.38 "	 $30.65 
839	" $24,923.64 "	 $25.48 
840	" $28,176.48 "	 $20.14 
841	" $18,328.34 "	 $26.08 
842	" $36,654.54 "	 $27.56 
843	" $45,731.00 "	 $18.94 
844	" $11,729.38 "	 $19.76 
845	" $24,584.26 "	 $17.77 
846	" $24,526.86 "	 $16.62 
847	" $17,286.21 "	 $27.21 
848	" $24,716.00 "	 $33.30 
849	" $22,557.38 "	 $24.26 
850	" $20,273.71 "	 $22.49 
851	" $37,806.41 "	 $27.08 
852	" $23,860.69 "	 $27.83 
853	" $23,788.21 "	 $26.75 
854	" $54,226.34 "	 $17.83 
855	" $30,196.64 "	 $11.42 
856	" $30,693.59 "	 $34.47 
857	" $23,329.92 "	 $27.18 
858	" $32,836.03 "	 $28.41 
859	" $15,288.90 "	 $25.33 
860	" $32,736.59 "	 $28.76 
861	" $32,941.95 "	 $28.31 
862	" $21,704.68 "	 $22.49 
863	" $37,816.34 "	 $28.98 
864	" $33,906.64 "	 $26.48 
865	" $23,244.06 "	 $22.24 
866	" $30,001.53 "	 $23.90 
867	" $19,946.35 "	 $26.91 
868	" $32,252.21 "	 $31.89 
869	" $9,059.71 "	 $25.48 
870	" $24,450.30 "	 $32.24 
871	" $49,868.36 "	 $17.80 
872	" $30,928.05 "	 $23.75 
873	" $52,851.19 "	 $27.23 
874	" $32,591.08 "	 $27.53 
875	" $21,125.15 "	 $23.53 
876	" $17,900.73 "	 $20.06 
877	" $18,208.02 "	 $20.41 
878	" $20,770.05 "	 $26.97 
879	" $44,385.74 "	 $18.36 
880	" $38,112.50 "	 $23.69 
881	" $6,580.21 "	 $23.91 
882	" $14,218.71 "	 $28.41 
883	" $20,883.82 "	 $26.30 
884	" $31,684.33 "	 $25.27 
885	" $39,276.80 "	 $27.30 
886	" $18,228.84 "	 $30.99 
887	" $25,264.97 "	 $18.45 
888	" $82,915.79 "	 $27.19 
889	" $34,411.37 "	 $17.97 
890	" $23,083.92 "	 $19.57 
891	" $33,450.96 "	 $26.28 
892	" $17,566.68 "	 $28.29 
893	" $42,149.32 "	 $24.07 
894	" $38,416.16 "	 $18.41 
895	" $21,774.80 "	 $28.75 
896	" $50,471.88 "	 $12.55 
897	" $20,733.83 "	 $32.85 
898	" $18,003.70 "	 $28.23 
899	" $18,780.30 "	 $25.99 
900	" $18,782.31 "	 $21.74 
901	" $15,902.29 "	 $23.70 
902	" $39,049.51 "	 $23.04 
903	" $28,579.96 "	 $22.56 
904	" $35,701.08 "	 $25.51 
905	" $30,656.99 "	 $27.72 
906	" $22,708.63 "	 $13.24 
907	" $16,871.88 "	 $28.16 
908	" $17,869.28 "	 $17.90 
909	" $52,483.11 "	 $25.76 
910	" $22,004.86 "	 $30.45 
911	" $30,188.25 "	 $28.27 
912	" $37,104.91 "	 $28.22 
913	" $24,996.14 "	 $20.00 
914	" $21,701.31 "	 $25.87 
915	" $17,676.93 "	 $30.90 
916	" $11,713.15 "	 $27.11 
917	" $17,044.76 "	 $28.06 
918	" $22,668.59 "	 $20.72 
919	" $17,649.46 "	 $25.22 
920	" $38,170.71 "	 $32.17 
921	" $36,983.12 "	 $27.45 
922	" $28,853.56 "	 $28.90 
923	" $28,351.78 "	 $20.64 
924	" $55,877.50 "	 $21.81 
925	" $13,761.63 "	 $25.81 
926	" $17,466.27 "	 $30.44 
927	" $15,869.65 "	 $12.07 
928	" $26,800.02 "	 $12.60 
929	" $32,972.67 "	 $29.09 
930	" $27,560.44 "	 $18.87 
931	" $41,364.64 "	 $24.05 
932	" $27,020.57 "	 $20.89 
933	" $20,930.47 "	 $20.28 
934	" $29,434.87 "	 $20.16 
935	" $21,122.49 "	 $28.92 
936	" $23,539.86 "	 $30.49 
937	" $28,937.63 "	 $37.86 
938	" $39,293.86 "	 $19.24 
939	" $39,164.90 "	 $38.35 
940	" $64,728.75 "	 $34.74 
941	" $19,971.11 "	 $13.65 
942	" $23,481.08 "	 $17.42 
943	" $32,131.34 "	 $20.56 
944	" $14,304.46 "	 $30.10 
945	" $23,172.51 "	 $28.53 
946	" $16,914.01 "	 $16.21 
947	" $46,424.97 "	 $25.36 
948	" $42,568.03 "	 $21.92 
949	" $19,724.61 "	 $23.07 
950	" $41,184.30 "	 $20.23 
951	" $21,346.26 "	 $21.68 
952	" $26,997.77 "	 $21.18 
953	" $32,197.22 "	 $20.35 
954	" $21,395.97 "	 $26.85 
955	" $21,802.99 "	 $33.59 
956	" $23,768.18 "	 $26.33 
957	" $39,986.91 "	 $29.50 
958	" $16,806.58 "	 $27.07 
959	" $42,334.10 "	 $34.24 
960	" $21,893.60 "	 $23.17 
961	" $27,119.26 "	 $20.13 
962	" $19,744.49 "	 $28.02 
963	" $57,146.33 "	 $22.46 
964	" $55,354.62 "	 $32.96 
965	" $29,024.74 "	 $26.96 
966	" $21,245.24 "	 $17.47 
967	" $17,566.15 "	 $23.80 
968	" $28,043.38 "	 $31.13 
969	" $19,247.74 "	 $24.19 
970	" $16,071.21 "	 $21.36 
971	" $27,339.12 "	 $32.14 
972	" $16,716.32 "	 $29.75 
973	" $17,030.59 "	 $26.20 
974	" $24,054.11 "	 $23.15 
975	" $28,653.46 "	 $22.95 
976	" $41,504.16 "	 $21.61 
977	" $28,909.78 "	 $26.94 
978	" $39,986.73 "	 $13.91 
979	" $25,767.87 "	 $21.46 
980	" $30,494.19 "	 $18.26 
981	" $21,253.43 "	 $20.54 
982	" $20,324.02 "	 $18.93 
983	" $34,344.01 "	 $26.31 
984	" $11,465.68 "	 $28.40 
985	" $64,317.25 "	 $22.73 
986	" $18,576.38 "	 $23.56 
987	" $33,764.37 "	 $19.06 
988	" $46,568.79 "	 $28.23 
989	" $32,108.74 "	 $19.48 
990	" $13,196.77 "	 $22.54 
991	" $33,626.93 "	 $29.44 
992	" $23,768.21 "	 $22.78 
993	" $11,205.95 "	 $25.81 
994	" $18,329.03 "	 $20.39 
995	" $19,740.08 "	 $22.00 
996	" $23,791.47 "	 $22.01 
997	" $42,294.14 "	 $18.54 
998	" $25,647.55 "	 $23.14 
999	" $38,145.69 "	 $21.61 
1000	" $17,163.69 "	 $30.53 
1001	" $24,391.53 "	 $30.90 
1002	" $32,104.52 "	 $24.30 
1003	" $24,535.80 "	 $16.85 
1004	" $53,168.65 "	 $26.09 
1005	" $29,100.26 "	 $18.01 
1006	" $18,578.51 "	 $19.74 
1007	" $29,243.25 "	 $33.22 
1008	" $17,274.81 "	 $19.74 
1009	" $23,386.54 "	 $28.32 
1010	" $15,696.19 "	 $19.97 
1011	" $22,305.22 "	 $23.34 
1012	" $14,622.13 "	 $21.29 
1013	" $28,015.93 "	 $17.70 
1014	" $14,003.20 "	 $29.31 
1015	" $31,382.78 "	 $15.37 
1016	" $20,374.95 "	 $33.98 
1017	" $25,902.69 "	 $27.18 
1018	" $21,585.52 "	 $26.55 
1019	" $36,376.60 "	 $26.10 
1020	" $33,770.52 "	 $23.49 
1021	" $42,964.26 "	 $23.35 
1022	" $22,461.54 "	 $23.07 
1023	" $21,361.08 "	 $31.03 
1024	" $12,117.85 "	 $21.23 
1025	" $23,716.65 "	 $14.84 
1026	" $14,844.31 "	 $19.96 
1027	" $13,922.76 "	 $33.42 
1028	" $17,016.55 "	 $30.81 
1029	" $23,995.16 "	 $30.34 
1030	" $26,855.66 "	 $18.49 
1031	" $25,446.36 "	 $20.63 
1032	" $36,091.08 "	 $23.97 
1033	" $31,080.97 "	 $14.79 
1034	" $23,022.24 "	 $22.97 
1035	" $44,701.84 "	 $33.37 
1036	" $23,129.30 "	 $32.82 
1037	" $34,275.71 "	 $28.79 
1038	" $13,935.43 "	 $24.40 
1039	" $29,949.84 "	 $24.65 
1040	" $10,048.31 "	 $23.12 
1041	" $43,980.15 "	 $25.54 
1042	" $64,601.36 "	 $22.08 
1043	" $29,280.26 "	 $25.32 
1044	" $61,049.07 "	 $31.22 
1045	" $39,450.69 "	 $20.38 
1046	" $32,922.43 "	 $23.75 
1047	" $12,916.96 "	 $24.75 
1048	" $25,391.05 "	 $34.12 
1049	" $49,777.64 "	 $24.56 
1050	" $23,508.75 "	 $31.05 
1051	" $29,086.46 "	 $23.15 
1052	" $33,673.44 "	 $27.32 
1053	" $32,798.41 "	 $22.29 
1054	" $55,469.79 "	 $23.13 
1055	" $39,765.34 "	 $19.61 
1056	" $24,166.86 "	 $28.81 
1057	" $21,992.57 "	 $29.13 
1058	" $25,479.28 "	 $21.52 
1059	" $26,730.82 "	 $40.17 
1060	" $43,371.33 "	 $20.92 
1061	" $21,366.77 "	 $27.22 
1062	" $27,317.75 "	 $20.61 
1063	" $30,117.46 "	 $31.05 
1064	" $20,933.12 "	 $21.99 
1065	" $22,408.55 "	 $32.95 
1066	" $30,199.56 "	 $20.06 
1067	" $19,558.15 "	 $32.00 
1068	" $34,155.23 "	 $22.36 
1069	" $17,475.99 "	 $18.82 
1070	" $40,154.59 "	 $29.37 
1071	" $25,620.09 "	 $24.68 
1072	" $46,350.14 "	 $26.31 
1073	" $34,494.54 "	 $22.66 
1074	" $11,395.33 "	 $27.58 
1075	" $17,657.63 "	 $34.53 
1076	" $20,681.84 "	 $27.83 
1077	" $19,036.95 "	 $28.91 
1078	" $33,633.64 "	 $30.89 
1079	" $23,679.41 "	 $27.39 
1080	" $26,548.28 "	 $22.98 
1081	" $61,226.42 "	 $29.28 
1082	" $25,607.82 "	 $25.61 
1083	" $20,816.22 "	 $30.47 
1084	" $33,706.48 "	 $22.51 
1085	" $18,894.97 "	 $27.38 
1086	" $26,148.70 "	 $28.55 
1087	" $35,481.30 "	 $29.29 
1088	" $22,140.66 "	 $30.59 
1089	" $36,451.33 "	 $25.67 
1090	" $28,259.69 "	 $29.64 
1091	" $59,460.97 "	 $19.69 
1092	" $25,205.95 "	 $20.36 
1093	" $30,727.30 "	 $24.49 
1094	" $11,225.75 "	 $28.71 
1095	" $42,196.92 "	 $24.35 
1096	" $17,731.40 "	 $29.56 
1097	" $15,490.44 "	 $23.42 
1098	" $20,804.67 "	 $22.89 
1099	" $21,003.61 "	 $28.24 
1100	" $27,776.62 "	 $23.78 
1101	" $64,536.59 "	 $19.23 
1102	" $26,204.89 "	 $26.07 
1103	" $21,335.52 "	 $24.90 
1104	" $28,007.00 "	 $33.47 
1105	" $17,170.39 "	 $24.65 
1106	" $30,549.93 "	 $21.31 
1107	" $44,595.16 "	 $24.65 
1108	" $24,126.02 "	 $25.72 
1109	" $16,160.61 "	 $28.01 
1110	" $31,428.17 "	 $28.12 
1111	" $54,044.04 "	 $32.80 
1112	" $37,362.01 "	 $24.84 
1113	" $47,049.55 "	 $22.34 
1114	" $37,936.62 "	 $28.37 
1115	" $18,668.08 "	 $32.54 
1116	" $27,158.05 "	 $27.01 
1117	" $23,194.55 "	 $27.81 
1118	" $18,146.67 "	 $19.43 
1119	" $30,168.72 "	 $32.06 
1120	" $24,605.14 "	 $19.21 
1121	" $51,240.84 "	 $26.53 
1122	" $26,013.90 "	 $20.58 
1123	" $44,943.96 "	 $28.17 
1124	" $23,730.57 "	 $28.71 
1125	" $28,079.45 "	 $26.97 
1126	" $31,431.33 "	 $26.92 
1127	" $36,767.97 "	 $20.82 
1128	" $31,168.85 "	 $27.32 
1129	" $37,626.02 "	 $28.04 
1130	" $28,627.63 "	 $25.23 
1131	" $30,070.59 "	 $19.93 
1132	" $16,077.83 "	 $29.36 
1133	" $17,660.96 "	 $22.52 
1134	" $40,962.38 "	 $21.08 
1135	" $47,961.64 "	 $19.10 
1136	" $37,757.80 "	 $27.12 
1137	" $50,380.50 "	 $33.66 
1138	" $16,715.06 "	 $30.39 
1139	" $57,589.16 "	 $23.87 
1140	" $16,515.33 "	 $28.61 
1141	" $25,649.16 "	 $21.90 
1142	" $15,914.65 "	 $24.11 
1143	" $17,554.73 "	 $16.96 
1144	" $35,609.15 "	 $25.11 
1145	" $14,373.13 "	 $16.54 
1146	" $31,722.08 "	 $24.86 
1147	" $20,291.61 "	 $23.08 
1148	" $31,318.77 "	 $19.82 
1149	" $31,619.11 "	 $23.39 
1150	" $12,447.16 "	 $25.16 
1151	" $18,203.82 "	 $31.35 
1152	" $14,951.30 "	 $22.66 
1153	" $16,865.46 "	 $21.01 
1154	" $24,862.37 "	 $19.20 
1155	" $17,296.15 "	 $29.15 
1156	" $38,398.99 "	 $28.99 
1157	" $22,299.26 "	 $23.14 
1158	" $22,717.41 "	 $22.89 
1159	" $38,056.70 "	 $32.35 
1160	" $46,168.25 "	 $19.11 
1161	" $23,165.53 "	 $28.78 
1162	" $16,885.40 "	 $20.72 
1163	" $28,019.18 "	 $26.06 
1164	" $12,567.33 "	 $22.69 
1165	" $18,324.54 "	 $23.96 
1166	" $20,095.22 "	 $26.12 
1167	" $9,642.77 "	 $23.45 
1168	" $19,120.63 "	 $29.59 
1169	" $27,632.86 "	 $23.69 
1170	" $27,587.73 "	 $17.85 
1171	" $43,875.36 "	 $26.07 
1172	" $20,678.87 "	 $29.98 
1173	" $33,977.66 "	 $23.16 
1174	" $38,497.94 "	 $25.50 
1175	" $25,918.77 "	 $23.59 
1176	" $43,557.95 "	 $23.64 
1177	" $23,444.34 "	 $27.11 
1178	" $12,700.29 "	 $25.18 
1179	" $19,695.07 "	 $30.39 
1180	" $16,264.41 "	 $21.00 
1181	" $31,308.13 "	 $20.89 
1182	" $22,497.67 "	 $28.51 
1183	" $26,414.73 "	 $29.05 
1184	" $22,822.80 "	 $20.58 
1185	" $33,469.92 "	 $19.15 
1186	" $36,403.95 "	 $22.59 
1187	" $36,219.86 "	 $24.17 
1188	" $27,115.06 "	 $27.46 
1189	" $19,235.88 "	 $27.38 
1190	" $20,428.19 "	 $31.13 
1191	" $46,411.12 "	 $18.76 
1192	" $37,955.72 "	 $31.39 
1193	" $24,915.41 "	 $37.54 
1194	" $29,360.67 "	 $36.78 
1195	" $10,599.04 "	 $14.72 
1196	" $24,407.87 "	 $25.40 
1197	" $20,552.23 "	 $26.09 
1198	" $28,003.67 "	 $30.98 
1199	" $30,609.17 "	 $19.86 
1200	" $56,259.27 "	 $18.81 
1201	" $26,111.69 "	 $27.91 
1202	" $20,924.57 "	 $19.63 
1203	" $30,887.35 "	 $17.04 
1204	" $19,900.56 "	 $27.16 
1205	" $14,680.27 "	 $30.44 
1206	" $44,965.14 "	 $21.57 
1207	" $39,657.60 "	 $25.86 
1208	" $21,907.58 "	 $25.55 
1209	" $24,820.84 "	 $21.36 
1210	" $38,697.40 "	 $31.52 
1211	" $20,748.89 "	 $22.45 
1212	" $21,029.86 "	 $26.60 
1213	" $30,718.03 "	 $29.21 
1214	" $48,918.52 "	 $18.15 
1215	" $37,216.09 "	 $26.73 
1216	" $23,302.39 "	 $24.75 
1217	" $22,073.90 "	 $32.92 
1218	" $8,139.99 "	 $24.80 
1219	" $26,061.25 "	 $19.90 
1220	" $74,469.68 "	 $24.22 
1221	" $41,326.08 "	 $18.84 
1222	" $30,691.46 "	 $23.51 
1223	" $31,547.17 "	 $25.15 
1224	" $34,247.00 "	 $23.91 
1225	" $33,382.96 "	 $26.26 
1226	" $14,696.63 "	 $23.39 
1227	" $35,882.15 "	 $27.79 
1228	" $27,202.64 "	 $26.98 
1229	" $34,305.32 "	 $22.19 
1230	" $37,771.37 "	 $26.59 
1231	" $27,852.72 "	 $16.68 
1232	" $25,832.21 "	 $22.15 
1233	" $29,953.38 "	 $21.99 
1234	" $16,384.43 "	 $22.52 
1235	" $8,915.78 "	 $26.33 
1236	" $20,740.35 "	 $22.04 
1237	" $27,330.18 "	 $37.93 
1238	" $32,805.61 "	 $20.53 
1239	" $25,238.89 "	 $28.42 
1240	" $67,526.37 "	 $28.75 
1241	" $18,971.74 "	 $29.38 
1242	" $33,360.70 "	 $23.54 
1243	" $40,827.82 "	 $29.48 
1244	" $44,529.45 "	 $31.25 
1245	" $33,218.68 "	 $29.15 
1246	" $21,015.10 "	 $10.80 
1247	" $25,040.52 "	 $20.29 
1248	" $29,649.95 "	 $20.42 
1249	" $23,823.75 "	 $27.97 
1250	" $32,057.88 "	 $13.80 
1251	" $22,159.49 "	 $27.65 
1252	" $45,660.53 "	 $23.01 
1253	" $24,831.96 "	 $20.66 
1254	" $34,089.53 "	 $26.09 
1255	" $32,926.31 "	 $25.46 
1256	" $30,168.81 "	 $25.52 
1257	" $14,185.91 "	 $24.06 
1258	" $23,955.37 "	 $25.26 
1259	" $26,861.14 "	 $21.27 
1260	" $54,799.22 "	 $25.97 
1261	" $16,702.99 "	 $38.35 
1262	" $15,044.60 "	 $28.96 
1263	" $42,456.57 "	 $25.85 
1264	" $33,411.64 "	 $28.08 
1265	" $32,682.49 "	 $14.37 
1266	" $11,911.30 "	 $23.87 
1267	" $31,018.81 "	 $19.40 
1268	" $38,243.35 "	 $29.85 
1269	" $55,465.34 "	 $22.81 
1270	" $22,905.15 "	 $26.06 
1271	" $33,731.97 "	 $14.19 
1272	" $37,821.37 "	 $19.50 
1273	" $20,941.94 "	 $29.97 
1274	" $31,602.07 "	 $24.51 
1275	" $19,680.44 "	 $23.08 
1276	" $25,732.86 "	 $20.70 
1277	" $43,674.69 "	 $19.83 
1278	" $21,276.92 "	 $21.82 
1279	" $14,090.26 "	 $31.15 
1280	" $14,869.09 "	 $12.09 
1281	" $35,752.97 "	 $17.87 
1282	" $23,153.58 "	 $19.98 
1283	" $23,847.16 "	 $27.25 
1284	" $12,391.65 "	 $28.95 
1285	" $24,398.69 "	 $24.56 
1286	" $30,967.02 "	 $17.65 
1287	" $29,637.35 "	 $21.38 
1288	" $24,691.32 "	 $22.21 
1289	" $46,002.10 "	 $23.66 
1290	" $21,794.40 "	 $16.39 
1291	" $32,999.37 "	 $24.70 
1292	" $25,824.00 "	 $21.54 
1293	" $17,177.47 "	 $18.09 
1294	" $36,502.71 "	 $18.70 
1295	" $29,161.49 "	 $23.14 
1296	" $31,398.52 "	 $23.39 
1297	" $19,550.41 "	 $20.67 
1298	" $28,941.76 "	 $34.01 
1299	" $31,999.96 "	 $21.11 
1300	" $25,792.43 "	 $34.06 
1301	" $15,814.50 "	 $20.15 
1302	" $47,267.49 "	 $19.73 
1303	" $42,116.75 "	 $25.69 
1304	" $29,853.50 "	 $29.03 
1305	" $15,806.80 "	 $20.25 
1306	" $22,911.83 "	 $21.61 
1307	" $31,900.16 "	 $28.90 
1308	" $26,470.56 "	 $19.84 
1309	" $14,657.52 "	 $18.57 
1310	" $39,442.65 "	 $25.45 
1311	" $22,804.50 "	 $26.20 
1312	" $31,324.49 "	 $33.34 
1313	" $14,917.71 "	 $28.49 
1314	" $15,879.09 "	 $30.01 
1315	" $35,011.16 "	 $20.75 
1316	" $28,388.39 "	 $27.36 
1317	" $18,970.22 "	 $22.23 
1318	" $41,283.77 "	 $25.30 
1319	" $35,418.07 "	 $23.56 
1320	" $30,633.92 "	 $24.61 
1321	" $36,140.51 "	 $19.51 
1322	" $26,813.69 "	 $22.64 
1323	" $20,365.70 "	 $21.28 
1324	" $27,874.58 "	 $31.02 
1325	" $46,234.25 "	 $22.38 
1326	" $20,035.73 "	 $25.17 
1327	" $43,494.85 "	 $26.89 
1328	" $34,139.65 "	 $26.52 
1329	" $43,210.96 "	 $29.71 
1330	" $19,584.52 "	 $23.82 
1331	" $47,696.84 "	 $27.51 
1332	" $22,769.25 "	 $20.50 
1333	" $34,010.47 "	 $19.54 
1334	" $15,006.83 "	 $22.47 
1335	" $27,345.27 "	 $27.04 
1336	" $44,413.82 "	 $23.67 
1337	" $52,538.45 "	 $30.19 
1338	" $24,939.41 "	 $15.61 
1339	" $40,658.75 "	 $28.02 
1340	" $39,077.11 "	 $23.02 
1341	" $22,666.19 "	 $30.28 
1342	" $14,299.65 "	 $31.25 
1343	" $31,951.36 "	 $24.42 
1344	" $24,639.76 "	 $36.79 
1345	" $15,499.49 "	 $13.53 
1346	" $23,805.18 "	 $23.08 
1347	" $55,444.56 "	 $29.17 
1348	" $17,334.96 "	 $24.73 
1349	" $40,675.02 "	 $30.96 
1350	" $43,672.11 "	 $21.60 
1351	" $20,812.40 "	 $19.67 
1352	" $34,844.95 "	 $21.96 
1353	" $55,963.29 "	 $15.45 
1354	" $17,555.00 "	 $26.15 
1355	" $18,481.90 "	 $26.89 
1356	" $38,894.60 "	 $26.20 
1357	" $24,491.28 "	 $28.17 
1358	" $34,037.58 "	 $33.08 
1359	" $22,583.82 "	 $20.24 
1360	" $37,359.73 "	 $18.76 
1361	" $38,785.94 "	 $23.77 
1362	" $25,420.77 "	 $29.86 
1363	" $24,091.99 "	 $27.40 
1364	" $25,201.22 "	 $19.14 
1365	" $35,936.17 "	 $31.18 
1366	" $30,017.22 "	 $33.60 
1367	" $34,558.23 "	 $17.06 
1368	" $10,925.86 "	 $25.78 
1369	" $46,559.57 "	 $26.02 
1370	" $22,716.99 "	 $28.49 
1371	" $24,261.91 "	 $25.45 
1372	" $24,970.65 "	 $27.63 
1373	" $30,392.89 "	 $16.79 
1374	" $36,826.04 "	 $19.39 
1375	" $18,984.56 "	 $30.06 
1376	" $28,646.40 "	 $22.54 
1377	" $23,541.84 "	 $17.25 
1378	" $16,806.58 "	 $19.09 
1379	" $21,268.52 "	 $17.00 
1380	" $32,782.17 "	 $27.68 
1381	" $36,416.21 "	 $25.65 
1382	" $48,862.91 "	 $26.86 
1383	" $19,883.44 "	 $27.76 
1384	" $34,409.81 "	 $13.97 
1385	" $26,042.50 "	 $16.12 
1386	" $12,804.86 "	 $23.61 
1387	" $38,770.11 "	 $9.49 
1388	" $31,929.04 "	 $28.96 
1389	" $25,601.69 "	 $21.77 
1390	" $15,619.58 "	 $24.29 
1391	" $25,030.80 "	 $23.90 
1392	" $19,899.34 "	 $26.97 
1393	" $29,126.36 "	 $17.55 
1394	" $30,095.75 "	 $25.25 
1395	" $34,084.05 "	 $26.09 
1396	" $39,717.00 "	 $18.75 
1397	" $22,867.83 "	 $23.11 
1398	" $27,632.71 "	 $27.42 
1399	" $15,782.15 "	 $32.40 
1400	" $27,865.22 "	 $26.18 
1401	" $25,928.78 "	 $31.28 
1402	" $42,216.43 "	 $23.15 
1403	" $9,982.09 "	 $23.77 
1404	" $38,779.47 "	 $31.58 
1405	" $14,289.79 "	 $19.08 
1406	" $31,902.03 "	 $32.80 
1407	" $25,326.76 "	 $16.69 
1408	" $26,311.88 "	 $24.72 
1409	" $21,589.93 "	 $23.52 
1410	" $45,056.90 "	 $27.82 
1411	" $18,451.54 "	 $28.19 
1412	" $24,795.93 "	 $21.48 
1413	" $29,702.65 "	 $19.43 
1414	" $35,074.44 "	 $27.14 
1415	" $105,814.21 "	 $29.88 
1416	" $59,308.06 "	 $17.18 
1417	" $20,431.38 "	 $25.48 
1418	" $40,942.68 "	 $27.18 
1419	" $20,734.07 "	 $29.62 
1420	" $21,195.28 "	 $28.83 
1421	" $37,460.29 "	 $30.48 
1422	" $22,726.89 "	 $24.98 
1423	" $32,995.15 "	 $26.28 
1424	" $25,351.87 "	 $23.26 
1425	" $28,072.78 "	 $25.06 
1426	" $34,542.98 "	 $18.57 
1427	" $26,507.05 "	 $30.83 
1428	" $23,467.16 "	 $21.05 
1429	" $18,832.06 "	 $32.43 
1430	" $25,326.90 "	 $18.83 
1431	" $15,068.10 "	 $21.93 
1432	" $47,347.66 "	 $30.71 
1433	" $43,631.49 "	 $21.90 
1434	" $25,294.68 "	 $26.56 
1435	" $23,591.83 "	 $31.53 
1436	" $17,592.48 "	 $34.90 
1437	" $21,548.81 "	 $21.44 
1438	" $19,144.45 "	 $26.41 
1439	" $30,017.43 "	 $31.45 
1440	" $48,921.72 "	 $27.49 
1441	" $44,327.96 "	 $26.46 
1442	" $18,114.01 "	 $28.83 
1443	" $28,645.25 "	 $20.39 
1444	" $60,796.31 "	 $29.03 
1445	" $19,309.42 "	 $22.42 
