Obs	HORAS_ESCANEANDO	ARTICULOS_ESCANEADOS
1359	7.86	125.04
1360	43.16	642.48
1361	21.25	323.17
1362	19	281.27
1363	23.22	345.35
1364	15.14	223.06
1365	22.68	346.11
1366	19.91	297.83
1367	20.45	306.16
1368	19.85	294.45
1369	16.67	249.78
1370	19.99	303.29
1371	32.12	473.71
1372	20.14	300.07
1373	19.85	296.65
1374	19.01	289.8
1375	19.79	297.89
1376	8.91	133.17
1377	19.56	289.74
1378	33.88	512.79
1379	66.72	998.53
1380	5.7	81.72
1381	6.14	88.49
1382	21.59	323.46
1383	23.51	350.58
1384	21.15	313.3
1385	26.37	399.36
1386	17.72	261.12
1387	27.84	419.81
1388	21.91	326.3
1389	36.63	556.59
1390	19.84	298.69
1391	19.07	291.13
1392	10.92	163.45
1393	13.31	209.55
1394	20.02	311.8
1395	29.42	441.92
1396	17.55	267.29
1397	28.35	437.34
1398	8.99	128.32
1399	23.96	361.21
1400	66.28	994.76
1401	68.23	1014.71
1402	9.12	140.17
1403	10.2	149.71
1404	22.82	338.8
1405	7.81	122.23
1406	49.48	743.34
1407	12.58	182.63
1408	8.79	130.26
1409	30.9	454.57
1410	14.5	220.28
1411	28.77	436.29
1412	29.36	438.54
1413	10.36	155.14
1414	20.12	292.83
1415	28.43	435.51
1416	30.09	448.27
1417	79.34	1188.19
1418	13.81	204.55
1419	16.51	246.66
1420	7.75	113.46
1421	8.36	119.56
1422	34.6	512.94
1423	6.83	98.41
1424	5.54	92.22
1425	25.58	380.44
1426	57.86	867.04
1427	21.04	320.15
1428	17.53	264.18
1429	17.68	261.26
1430	51	761.7
1431	18.27	283.55
1432	24.05	363.98
1433	30.52	463.51
1434	17.1	254.59
1435	18.21	276.23
1436	21.96	340.28
1437	12.64	194.09
1438	27.37	411.45
1439	20.07	301.63
1440	22.83	339.36
1441	49.38	750.92
1442	22.61	344.52
1443	36.11	546.68
1444	28.32	422.05
1445	16.2	242.62
1446	17.04	254.78
1447	17.22	259.83
1448	7.39	111.63
1449	13.25	190.12
1450	21.69	331.84
1451	17.13	254.62
1452	14.58	226.78
1453	12.83	199.11
1454	57.01	853.43
1455	23.1	351.16
1456	19.98	299.2
1457	11.28	168.06
1458	43.19	647.92
1459	46.84	700.15
1460	41.78	628.48
1461	20.02	290.74
1462	19.44	290.11
1463	11.35	167.84
1464	74.25	1119.35
1465	13.11	203.6
1466	72.55	1100.22
1467	29.04	437.92
1468	27.96	427.68
1469	15.12	233.63
1470	50.54	747.18
1471	35.77	542.69
1472	37.4	558.53
1473	20.95	328.77
1474	8.48	121.86
1475	20.18	307.43
1476	10.12	150.6
1477	22.12	327.35
1478	18.12	271.81
1479	16.6	255.89
1480	31.21	463.63
1481	19.05	283.4
1482	11.88	178.49
1483	7.33	111.08
1484	18.33	277.01
1485	16.29	240.96
1486	27.09	412.7
1487	58.17	875.83
1488	17.74	274.58
1489	21.21	326.39
1490	8.37	119.96
1491	22.21	347.46
1492	30.42	457.61
1493	18.21	279.93
1494	42.93	643.63
1495	8.73	129.09
1496	7.79	112.75
1497	17.31	265.99
1498	39.69	595.1
1499	8.14	123.6
1500	15.39	233.46
1501	27.04	404.4
1502	6.25	93.61
1503	14.06	215.48
1504	48.54	734.38
1505	17.05	261.77
1506	29.75	444.85
1507	7.34	114.73
1508	46.06	695.14
1509	187.48	2808.85
1510	66.47	1004.07
1511	59.93	896.36
1512	17.28	259.34
1513	14.95	229.12
1514	10.96	167.86
1515	42.57	631.56
1516	40.98	624.24
1517	45.7	684.47
1518	40.7	607.72
1519	20.27	315.63
1520	23.49	356.56
1521	15.27	229.45
1522	20.74	312.43
1523	71.86	1083.33
1524	16.44	236.03
1525	8.63	124.65
1526	13.86	208.65
1527	18.31	273.78
1528	78.07	1168.64
1529	23.9	362.58
1530	12.17	183.2
1531	50.62	770.81
1532	43.06	649.27
1533	13.1	204.65
1534	90.86	1363
1535	4.75	66.92
1536	23.28	341.65
1537	12.07	174.07
1538	14.63	225.94
1539	69.15	1042.54
1540	21.57	324.01
1541	2.51	34.62
1542	25.39	370.66
1543	6.82	105.79
1544	15.62	232.72
1545	10.9	160.38
1546	5.13	76.83
1547	11.68	176.31
1548	6.32	103.14
1549	30.96	463.2
1550	86.31	1299.8
1551	29.66	451.65
1552	7.62	122.79
1553	16.3	250.78
1554	31.74	473.94
1555	17.92	261.37
1556	22.29	332.24
1557	22.17	328.84
1558	20.72	308.73
1559	9.72	137.82
1560	6.42	105.42
1561	18.95	285.64
1562	21.46	323.67
1563	18.94	281.07
1564	12.95	191.67
1565	11.48	173
1566	9.96	150.01
1567	7.71	115.05
1568	48.22	728.62
1569	24.86	382.36
1570	24.12	361.73
1571	30.01	454.05
1572	11.61	181.52
1573	11.34	177.48
1574	11.48	177.04
1575	27.67	403.63
1576	19.22	285.65
1577	5.27	83.99
1578	18.72	281.2
1579	17.46	257.82
1580	10.82	170.04
1581	22.3	326.89
1582	9.43	151.15
1583	13.12	197.59
1584	10.13	160.37
1585	16.87	252.51
1586	7.01	105.35
1587	41.25	618.45
1588	5.66	81.8
1589	25.42	387.73
1590	20.27	299.13
1591	55.42	836.33
1592	27.85	418.97
1593	64.54	966.17
1594	35.33	521.24
1595	84.2	1263.84
1596	26.26	390.72
1597	55.34	836.34
1598	10.45	155.76
1599	7.77	120
1600	12.87	200.04
1601	52.55	793.24
1602	31.85	485.24
1603	13.5	204.81
1604	31.54	472.5
1605	31.79	476.33
1606	16.26	246.93
1607	18.61	288.64
1608	22.73	337.41
1609	42.91	639.78
1610	41.29	618.59
1611	14.66	224.3
1612	8.96	146.05
1613	28.42	429.39
1614	12.56	180.84
1615	18.45	283.45
1616	19.66	295.04
1617	11.72	179.65
1618	18.36	282.88
1619	9.41	142.84
1620	21.11	320.83
1621	28.38	428.84
1622	19.44	289.62
1623	153.86	2312.03
1624	48.94	738.56
1625	32.25	477.84
1626	44	660.14
1627	5.57	84.07
1628	7.92	118.38
1629	17.05	256.35
1630	3.95	55.02
1631	5.62	81.57
1632	21.67	315.57
1633	12.55	194.36
1634	10.06	145.7
1635	45.68	680.29
1636	31.15	470.55
1637	39	580.97
1638	15.59	238.33
1639	19.9	304.78
1640	30.42	459.08
1641	16.34	245.04
1642	13.56	201.44
1643	23.59	358.88
1644	8.47	117.72
1645	25.41	379.32
1646	21.69	323.66
1647	8.56	127.49
1648	32.62	496.31
1649	7.33	114.25
1650	96.26	1444.58
1651	35.91	538.81
1652	8.64	132.38
1653	19.96	304.54
1654	72.5	1079.35
1655	21.47	322.96
1656	6.86	106.22
1657	32.81	496.07
1658	25.5	386.67
1659	8.48	124.5
1660	8.5	134.83
1661	21.72	329.33
1662	15.71	228.12
1663	18.91	278.38
1664	14.49	226.86
1665	17.38	258.71
1666	22.31	337.42
1667	35.64	535.04
1668	75.61	1135.8
1669	21.54	325.78
1670	14.27	218.98
1671	31.22	464.05
1672	21.82	330.14
1673	20.19	304.75
1674	18.78	284.5
1675	45.85	686.19
1676	31.41	476.02
1677	41.36	623.12
1678	26.45	392.27
1679	32.67	488.45
1680	22.07	325.8
1681	11.82	190.54
1682	19.96	294.41
1683	15.04	234.22
1684	25.13	370.86
1685	15.27	231.06
1686	68.69	1031.05
1687	8.05	119.86
1688	34.14	512.85
1689	23.35	354.43
1690	22.21	332.61
1691	10.13	149.3
1692	44.56	671.32
1693	41.93	624.67
1694	8.89	127.05
1695	28.95	436.81
1696	14.95	230.05
1697	17.91	265.41
1698	15.92	236.75
1699	56.29	841.93
1700	13.79	200.55
1701	13.61	200.37
1702	3.6	51.06
1703	17.88	262.87
1704	18.75	282.29
1705	37.03	553.07
1706	23.91	352.79
1707	10.83	168.02
1708	23.97	359.1
1709	37.97	566.41
1710	13.67	202.99
1711	13.85	209.79
1712	11.39	176.11
1713	15.42	228.63
1714	49.79	742.47
1715	22.95	340.89
1716	13.44	203.38
1717	27.35	410.6
1718	9.05	135.72
1719	49.91	745.17
1720	21.09	319.95
1721	18.06	272.81
1722	23.3	355.97
1723	28.32	421.22
1724	12.35	191.84
1725	11.07	172.49
1726	15.31	223.15
1727	16.84	260.24
1728	17.64	262.56
1729	36.93	552.45
1730	8.33	135.62
1731	8.92	138.88
1732	13.36	200.17
1733	25.71	387.55
1734	49.83	751.72
1735	28.32	430.81
1736	29.95	444.04
1737	24.49	362.45
1738	15.95	247.12
1739	16.46	240.16
1740	89.71	1342.39
1741	7.4	112.82
1742	27.09	406.69
1743	11.15	162.42
1744	48.3	717.5
1745	30.05	448.66
1746	20.33	306.56
1747	17.83	267.42
1748	47.16	707.66
1749	11.53	180.31
1750	10.17	147.43
1751	25.88	387.56
1752	30.77	460.55
1753	12.64	188.47
1754	60.3	903.07
1755	7.47	116.95
1756	13.09	203.76
1757	19.8	295.79
1758	24.51	373.02
1759	10.66	155.02
1760	38.38	572.18
1761	14.38	222.53
1762	9.81	152.09
1763	18.3	285.56
1764	54.19	813.12
1765	39.35	591.29
1766	9.77	151.46
1767	16.58	249.9
1768	10.48	161.85
1769	16.65	247.98
1770	4.92	61.48
1771	53.36	800.91
1772	14.14	218.33
1773	31.55	468.35
1774	16.39	245.09
1775	25.59	379.7
1776	19.41	293.97
1777	11.8	180.29
1778	21.51	318.87
1779	17.15	260.22
1780	28.9	438.94
1781	16.28	249.48
1782	29.07	437.03
1783	26.49	404.76
1784	68.66	1029.07
1785	38.81	580.74
1786	49.7	746.01
1787	13.8	214.1
1788	25.29	389.76
1789	127.93	1921.36
1790	41.25	621.33
1791	33.26	492.04
1792	12.95	182.32
1793	28.48	420.19
1794	22.18	333.12
1795	15.68	239.43
1796	7.91	123.32
1797	48.31	718.5
1798	27.45	405.35
1799	9.4	146.13
1800	42.56	636.83
1801	24.76	383.32
1802	59.53	894.07
1803	6.28	94.8
1804	31.57	480.04
1805	11.96	185.41
1806	25.31	379.13
1807	15.18	226.01
1808	62.41	938.04
1809	23.17	344.75
1810	12.91	202.63
1811	20.52	303.66
1812	11.11	166.97
1813	9.16	135.84
1814	27.03	408.06
1815	5.03	69.85
1816	25.37	388.03
1817	34.43	531.76
1818	7.27	106.72
1819	27.02	407.71
1820	14.71	218.46
1821	46.04	691.8
1822	33.68	507.16
1823	22.35	335.66
1824	20.42	309.63
1825	6.34	90.84
1826	33.65	514.05
1827	24.55	367.27
1828	38.96	584.77
1829	13.71	209.45
1830	18.09	271.76
1831	8.45	121.39
1832	38.13	569.61
1833	15.81	240.14
1834	31.99	483.48
1835	35.67	537.16
1836	57.71	865.98
1837	18.27	266.94
1838	8.8	127.44
1839	30.63	453.89
1840	37.07	550.81
1841	43.14	650.47
1842	14.39	218.51
1843	11.27	168.35
1844	19.11	284.74
1845	40.33	603.84
1846	19.88	294.88
1847	15.87	238.59
1848	12.2	187.88
1849	18.46	268.98
1850	36.47	537.05
1851	20.51	301.81
1852	31.25	473.38
1853	18.95	280.06
1854	6.06	90.05
1855	19.57	287.22
1856	28.49	430.84
1857	15.82	234.44
1858	38.58	576.06
1859	16.93	258.58
1860	16.58	241.67
1861	9.2	133.94
1862	24.6	371.59
1863	22.95	344.96
1864	20.68	310.37
1865	9.69	142.99
1866	19.41	291.31
1867	5.77	81.28
1868	32.2	486.27
1869	10.36	159.69
1870	26.34	387.34
1871	7.55	114.33
1872	24.92	377.21
1873	43.65	655.13
1874	23.5	357.24
1875	19.79	294.01
1876	17.85	262.48
1877	28.8	434.83
1878	9.94	156.14
1879	15.94	240.9
1880	23.12	346.45
1881	19.77	305.23
1882	22.08	329.61
1883	9	127.94
1884	22.26	335.1
1885	25.1	372.63
1886	22.02	327.02
1887	13.16	196.39
1888	11.27	167.12
1889	15.71	234.32
1890	16.72	246.55
1891	33.44	496.7
1892	9.06	136.87
1893	26.47	399.88
1894	34.24	518.51
1895	45.41	682.89
1896	15.94	240.94
1897	15.04	224.13
1898	29.18	445.26
1899	40.84	620.21
1900	28.01	430
1901	9.63	144.25
1902	18.27	270.32
1903	37.72	554.11
1904	38.56	582.04
1905	27.51	410.11
1906	47.43	708.71
1907	15.36	228.15
1908	9.05	143.18
1909	115.37	1733.18
1910	27.61	416.94
1911	21.26	326.2
1912	30.04	450.82
1913	15.89	242.43
1914	9.05	137.03
1915	5.9	82.64
1916	10.52	162.53
1917	60.65	926.06
1918	14.3	216
1919	30.8	467.36
1920	18.28	275.26
1921	9.02	138.1
1922	25.99	393.97
1923	23.09	358.12
1924	49.72	747.73
1925	12.43	178.24
1926	25.37	386.24
1927	8.79	134.68
1928	8.24	118.57
1929	40.35	601.97
1930	27.83	417.6
1931	11.06	174.23
1932	23.39	340.72
1933	16.81	256.83
1934	7.65	124.05
1935	43.86	659.95
1936	35.39	536.34
1937	12.2	185.81
1938	25.11	380.35
1939	16.86	255.95
1940	5.59	83.11
1941	5.1	80.41
1942	47.16	705.84
1943	29.94	456.13
1944	19.89	296.11
1945	9.83	148.14
1946	21.23	326.89
1947	59.05	884.19
1948	17.97	267.78
1949	62.16	936.9
1950	19.82	296.33
1951	53.84	801.61
1952	40.58	613.61
1953	22.48	341.49
1954	18.68	274.54
1955	15.26	242.05
1956	18.22	275.54
1957	48.72	733.59
1958	63.1	938.96
1959	20.25	309.89
1960	41.44	616.56
1961	45.05	683.46
1962	19.13	282.72
1963	38.07	572.24
1964	4.89	74.28
1965	21.02	320.86
1966	12.78	194.66
1967	7.91	122.12
1968	16.02	244.38
1969	35.1	534.66
1970	23.85	358.23
1971	27.35	412.92
1972	12.05	184.01
1973	7.21	113.9
1974	15.32	228.34
1975	22.89	348.79
1976	16.98	255.63
1977	13.04	189.9
1978	9.58	144.03
1979	45.68	682.46
1980	22.13	326.53
1981	25.55	388.05
1982	10.78	157.68
1983	53.6	799.77
1984	23.77	361.43
1985	15.67	233.08
1986	38.59	589.16
1987	36.18	551.78
1988	10.24	150.68
1989	23.3	340.94
1990	41.4	614.03
1991	25.53	379.49
1992	14.05	209.01
1993	13.07	188.41
1994	47.5	724.33
1995	15.53	230.6
1996	12	176.86
1997	13.87	207.75
1998	23.58	349.5
1999	15.84	240.23
2000	26.52	393.68
2001	13.11	198.15
2002	27.22	406.07
2003	5.33	85.29
2004	9.87	149.92
2005	20.36	307.49
2006	2.12	38.4
2007	2.95	44.86
2008	13.44	207.1
2009	7.12	107.07
2010	26.37	394.43
2011	31.18	468.99
2012	8.41	131.07
2013	46.81	699.09
2014	17.19	267.7
2015	34.83	519.11
2016	32.36	484.3
2017	14.97	223.72
2018	51.01	762.01
2019	28.52	422.41
2020	3.97	53.85
2021	11.84	186.58
2022	26.32	394.35
2023	16.2	236.96
2024	22.64	342.26
2025	6.02	88.55
2026	13.64	205.19
2027	25.1	375.62
2028	18.52	275.47
2029	39.31	589.64
2030	14.86	228.2
2031	13.42	201.6
2032	14.27	206.63
2033	19.21	282.2
2034	12.44	187.81
2035	24.33	359.7
2036	20.29	304.16
2037	45.09	674.93
2038	33.52	506.43
2039	34.95	522.88
2040	19.39	291.56
2041	61.19	909.92
2042	19.87	297.26
2043	27.8	413.83
2044	36.38	552.83
2045	16.02	244.5
2046	36.5	540.04
2047	13.63	200.77
2048	33.26	501.25
2049	19.86	292.09
2050	13.91	212.49
2051	10.56	160.51
2052	19.62	292.37
2053	26.53	395.46
2054	38.45	578.52
2055	20.99	308.03
2056	17.78	266.43
2057	14.74	225.07
2058	9.77	154.25
2059	20.27	300.92
2060	37.77	567.46
2061	20.43	302.92
2062	8.67	130.31
2063	12.1	188.3
2064	39.71	593.81
2065	39.83	595.76
2066	11.98	184.95
2067	40.95	612.61
2068	37.77	570.04
2069	12.38	185.5
2070	14.92	221.22
2071	44.76	670.89
2072	27.08	406.41
2073	33.29	499.91
2074	7.87	109.75
2075	8.94	136.41
2076	5.21	75.38
2077	21.74	328.11
2078	49.25	732.54
2079	20.46	306.13
2080	13.06	199.67
2081	14.85	220.04
2082	17.38	261.33
2083	16.72	248.53
2084	18.3	277.91
2085	12.39	188.45
2086	15.39	229.2
2087	66.89	1009.46
2088	28.15	420.65
2089	80.59	1202.34
2090	7.27	113.2
2091	15.54	227.49
2092	23.18	347.95
2093	29.28	435.61
2094	14.45	214.67
2095	28.68	427.95
2096	29.67	453.16
2097	40.45	602.03
2098	56.63	855.25
2099	40.64	609.67
2100	25.01	377.06
2101	23.5	352.9
2102	55.26	833.25
2103	21.23	323.19
2104	37.4	559.18
2105	19.26	289.16
2106	40.29	605.7
2107	7.29	112.87
2108	16.03	239.78
2109	15.91	238.89
2110	19.2	279.5
2111	34.12	525.76
2112	53.06	796.84
2113	13.04	195.78
2114	7.36	111.47
2115	23.12	349.46
2116	17.01	253.26
2117	30.19	457.5
2118	14.51	205.53
2119	20.22	296.33
2120	9.1	133.98
2121	16.26	234.78
2122	19.21	297.45
2123	41.9	620.16
2124	20.15	302.96
2125	38.2	573.09
2126	46.39	704.55
2127	12.02	180.24
2128	7.4	110.84
2129	18.01	269.49
2130	33.65	500.41
2131	46.12	691.07
2132	28.56	428.97
2133	10.65	151.99
2134	15.17	220.46
2135	19.2	284.9
2136	25.69	392.17
2137	20.35	303.1
2138	13.05	194.14
2139	27.34	418.18
2140	10.5	160.88
2141	31.06	459.27
2142	35.26	531.63
2143	17.64	266.02
2144	15.1	232.99
2145	11.9	180.25
2146	19.99	304.19
2147	5.16	75.88
2148	19.14	291.96
2149	11.53	185.78
2150	21.26	325.01
2151	21.09	317.13
2152	26.13	392.37
2153	8.43	126.24
2154	28.25	429.92
2155	17.5	258.14
2156	21.8	320.11
2157	20.13	304.45
2158	10.58	165.1
2159	32.02	485.42
2160	53.91	800.1
2161	14.54	217.67
2162	32.8	491.29
2163	18.4	275.47
2164	28.92	437.04
2165	16.18	244.86
2166	32.34	492.1
2167	11.01	165.86
2168	31.66	475.58
2169	51.73	779.42
2170	17.56	268.4
2171	28.91	439.28
2172	13.95	219.04
2173	9.1	134.99
2174	16.69	250.42
2175	43.16	649.43
2176	23.94	349.3
2177	12.14	185.09
2178	14.57	217.07
2179	31.77	477.69
2180	20.06	306.1
2181	27.32	415.84
2182	10.04	143.75
2183	10.72	151.93
2184	28.85	420.65
2185	8.5	125.2
2186	14.52	218.36
2187	39.37	594
2188	17.4	260.92
2189	13.53	195.85
2190	10.75	162.14
2191	22.83	340.73
2192	16.71	245.9
2193	7.86	113.02
2194	29.38	443.38
2195	31.55	468.23
2196	20.8	312.75
2197	22.31	340.33
2198	66.55	999.07
2199	6.67	101.21
2200	41.94	634.35
2201	31.98	472.48
2202	24.05	358.96
2203	11.68	177.25
2204	31.45	467.04
2205	13.04	196.74
2206	58.31	873.17
2207	70.44	1051.58
2208	21.87	336.87
2209	17.02	245.8
2210	23.73	359.57
2211	12.27	182.8
2212	23.61	350.82
2213	12.64	186.55
2214	32.01	473.09
2215	29.16	439.8
2216	9.16	139.33
2217	9.18	144.73
2218	41.49	626.78
2219	12.5	186.12
2220	84.64	1260.6
2221	24.95	383.37
2222	11.49	176.7
2223	21.32	314.93
2224	4.79	70.48
2225	12.28	182.99
2226	49.61	746.07
2227	7.79	115.57
2228	37.98	571.8
2229	21.86	319.38
2230	15.91	237.61
2231	6.28	90.24
2232	21.85	331.69
2233	102.15	1527.69
2234	38.11	569.5
2235	16.13	241.36
2236	6.53	101.19
2237	12.4	183
2238	13.57	198.83
2239	15.36	232.36
2240	34.33	512.29
2241	20.71	316.66
2242	20.03	300.51
2243	56.65	839.69
2244	9.37	138.19
2245	37.98	564.26
2246	32.02	485.74
2247	18.73	277.86
2248	35.1	524.55
2249	11.98	185.43
2250	33.07	495.17
2251	20.99	316.65
2252	23.23	343.02
2253	42	631.13
2254	23.91	351.85
2255	23.34	351.58
2256	28.53	431.6
2257	14.71	220.77
2258	35.01	525.75
2259	41.03	622.63
2260	6.85	101.02
2261	11.86	188.89
2262	27.58	416.38
2263	5	82.48
2264	18.99	280.83
2265	28.66	426.92
2266	27.31	416.89
2267	26.8	405.91
2268	20.39	312.04
2269	9.47	149.26
2270	23.46	361.77
2271	13.07	197.07
2272	19.8	301.43
2273	34.34	512.34
2274	8.7	130.98
2275	7.48	109.13
2276	32.6	494.64
2277	23.49	359.51
2278	24.43	366.63
2279	5.98	92.29
2280	8.05	127.24
2281	30.68	457.32
2282	15.43	234.74
2283	9.13	128.5
2284	28.69	423.75
2285	7.88	118.29
2286	13.79	207.22
2287	10.4	163.26
2288	47.46	715.77
2289	43.71	649.56
2290	28.3	412.93
2291	18.16	280.61
2292	10.51	155.44
2293	15.46	236.41
2294	20.53	299.57
2295	10.36	153.74
2296	18.02	272.16
2297	8.41	126.34
2298	8.63	135.14
2299	75.93	1142.61
2300	5.93	89.58
2301	15.13	224.18
2302	12.02	180.46
2303	30.2	461.07
2304	10.44	156.06
2305	12.45	181.1
2306	8.53	123.94
2307	18.48	282.29
2308	45.19	675.38
2309	19.1	284.98
2310	15.97	237.7
2311	30.97	466.09
2312	12.64	189.93
2313	30.76	471.74
2314	35.46	537.11
2315	86.01	1293.01
2316	21.63	324.4
2317	36.93	558.31
2318	15.66	238.35
2319	13.17	195.68
2320	84.04	1260.32
2321	14.53	227.16
2322	50.88	765.82
2323	30.83	460.94
2324	31.61	472.89
2325	11.3	165.04
2326	8.89	134.72
2327	4.77	68.79
2328	3.41	45.66
2329	44.82	676.66
2330	29.46	441.48
2331	9.91	162.81
2332	28.75	427.57
2333	63.61	962.49
2334	40.58	613.65
2335	39.61	587.68
2336	33.74	511.58
2337	29.65	446.78
2338	20.39	304.53
2339	27.28	403.61
2340	31.5	471.71
2341	16.83	244.29
2342	19.51	295.93
2343	28.92	431.97
2344	41.44	623.02
2345	15.52	234.16
2346	27.13	402.78
2347	81.9	1226.6
2348	36.26	552.2
2349	10.3	164.67
2350	12.99	197.16
2351	22.07	335.24
2352	27.85	417.98
2353	19.25	291.13
2354	20.09	298.67
2355	18.77	274.22
2356	21.64	327.74
2357	21.65	321.42
2358	13.38	199.38
2359	20.3	297.47
2360	19.64	296.93
2361	27.73	416.93
2362	7.86	126.32
2363	4.9	79.3
2364	26.06	384.43
2365	60.5	906.44
2366	8.64	126.99
2367	13.5	206.65
2368	62.47	929.2
2369	18.1	265.86
2370	35.51	532.85
2371	10.96	166.34
2372	16.97	261.46
2373	23.27	350.67
2374	13.97	214.84
2375	32.05	484.27
2376	13.51	204.58
2377	20.66	318.36
2378	21.14	320.07
2379	13.27	204.26
2380	18.59	282.56
2381	22.66	347.55
2382	18.13	272.17
2383	13.67	202.34
2384	14.84	225.44
2385	53.23	800.46
2386	16.44	246.65
2387	22.16	338.03
2388	40.68	612.61
2389	12.03	190.01
2390	10.13	153.88
2391	13.62	198.19
2392	35.77	532.46
2393	19.48	287.93
2394	10.68	161.63
2395	13.66	205.51
2396	5.07	75.94
2397	27.09	403.14
2398	37.88	574.61
2399	21.1	320.39
2400	6.07	103.32
2401	10.93	170.31
2402	12.68	185.11
2403	18.29	279.45
2404	11.9	183.39
2405	37.5	559.91
2406	47.01	708.37
2407	30.9	463.53
2408	23.89	354.25
2409	24.01	358.65
2410	11.39	171.02
2411	34.8	534.48
2412	13.36	211.75
2413	42.92	640.24
2414	15.44	229.45
2415	30.43	458.71
2416	12.67	192.81
2417	72.46	1090.87
2418	36.55	546.86
2419	10.29	155.25
2420	26.78	407.69
2421	11.53	169.39
2422	14.36	218.25
2423	25.38	377.96
2424	14.18	211.34
2425	22.99	348.19
2426	9.58	153.68
2427	14.2	206.14
2428	7.25	102.99
2429	55.13	823.01
2430	22.66	347.91
2431	13.23	197.25
2432	14.67	224.07
2433	7.1	106.93
2434	69.4	1041.65
2435	10.24	155.92
2436	13.24	200.57
2437	18.36	276.7
2438	7.9	118.42
2439	7.13	110.57
2440	16.14	240.03
2441	12.89	201.99
2442	23.42	340.52
2443	23.76	346.73
2444	16.59	246.81
2445	7.54	112
2446	49.83	746.77
2447	35.83	541.62
2448	19.54	295.22
2449	31.61	478.44
2450	19.42	292.62
2451	24.27	360.42
2452	12.86	199.53
2453	7.77	115.59
2454	37.31	563.02
2455	21.1	314.57
2456	23.57	364.5
2457	18.71	272.74
2458	15.03	229.75
2459	18.75	282.24
2460	27.64	417.75
2461	28.37	436
2462	21.18	311.69
2463	30.85	460.99
2464	37.82	569.45
2465	25.16	365.93
2466	17.04	257.55
2467	9.64	143.14
2468	6.57	99.22
2469	17.1	258.45
2470	13.8	206.58
2471	13.36	196.08
