Obs	HORAS_CONSUMO_STREAMING	GASTO_STREAMING
1061	14.4	 $744.68 
1062	17.44	" $1,114.32 "
1063	13.03	 $357.79 
1064	13.11	 $768.02 
1065	19.32	 $599.07 
1066	10.77	 $463.79 
1067	10.89	 $444.67 
1068	12.39	 $375.20 
1069	15.05	 $708.76 
1070	8.26	 $251.03 
1071	15.51	 $299.04 
1072	13.96	 $930.39 
1073	15.68	 $493.75 
1074	13.93	 $464.58 
1075	13.88	 $284.55 
1076	11.69	 $266.10 
1077	15.45	 $268.90 
1078	15.18	 $787.66 
1079	9.01	 $245.33 
1080	13.86	 $997.96 
1081	7.33	 $452.36 
1082	15.08	 $767.93 
1083	10.22	 $539.17 
1084	10.05	 $226.34 
1085	10.8	 $235.60 
1086	9.61	 $755.17 
1087	10.84	 $567.91 
1088	11.78	 $545.53 
1089	13.28	 $566.47 
1090	7.14	 $505.58 
1091	14.21	" $1,025.32 "
1092	12.35	 $377.84 
1093	10.44	 $748.16 
1094	11.77	 $598.95 
1095	10.32	 $588.55 
1096	16.24	 $485.35 
1097	14.24	 $696.10 
1098	9	 $439.01 
1099	9.78	 $351.59 
1100	10.88	 $923.51 
1101	11.1	 $473.98 
1102	16.34	 $844.65 
1103	13.07	" $1,204.20 "
1104	11.64	 $532.95 
1105	11.03	 $303.33 
1106	12.98	 $289.98 
1107	10.37	 $704.89 
1108	9.01	 $266.38 
1109	12.52	 $527.50 
1110	9.54	 $541.07 
1111	13.63	 $365.20 
1112	16.45	 $898.14 
1113	10.53	 $433.18 
1114	18.19	 $537.59 
1115	12.31	 $543.63 
1116	22.75	 $692.39 
1117	9.09	 $415.91 
1118	14.6	 $558.06 
1119	17.34	 $547.70 
1120	10.46	 $593.95 
1121	9.46	 $520.20 
1122	10.21	 $450.05 
1123	7.87	 $493.19 
1124	13.19	 $452.87 
1125	13.06	 $355.09 
1126	16.84	 $524.00 
1127	11.06	 $348.07 
1128	14.66	 $646.28 
1129	13.91	 $439.23 
1130	9.34	 $513.04 
1131	13.88	 $453.76 
1132	15.78	 $548.26 
1133	14.44	 $640.38 
1134	12.16	 $419.37 
1135	14.91	 $496.01 
1136	13.33	 $238.48 
1137	12.86	 $607.06 
1138	8.55	 $289.26 
1139	17.31	 $578.19 
1140	11.29	 $785.39 
1141	8.91	 $492.39 
1142	12.78	 $799.78 
1143	16.55	 $685.31 
1144	6.65	 $606.86 
1145	12.21	 $591.99 
1146	16.49	 $412.10 
1147	7.57	 $652.97 
1148	10.89	 $576.95 
1149	16.01	 $699.89 
1150	5.97	 $514.65 
1151	14.43	 $315.36 
1152	12.02	 $452.34 
1153	11.27	 $627.32 
1154	9.27	 $446.07 
1155	14.35	 $333.17 
1156	12.93	 $629.44 
1157	13.02	 $615.52 
1158	20.07	 $654.04 
1159	11.5	 $511.46 
1160	16.15	 $701.45 
1161	13.42	 $567.07 
1162	12.02	 $493.67 
1163	12.26	 $492.35 
1164	19.5	" $1,195.83 "
1165	14.13	 $611.28 
1166	17.38	 $421.44 
1167	16.7	 $642.23 
1168	8.91	 $327.66 
1169	12.25	 $412.13 
1170	12.61	 $585.56 
1171	10.27	 $339.65 
1172	16.98	 $216.42 
1173	11.79	 $959.50 
1174	14.02	 $734.73 
1175	12.12	 $418.94 
1176	17.9	 $434.23 
1177	16.04	 $546.09 
1178	17.76	 $594.17 
1179	14.99	 $773.10 
1180	19.4	 $855.66 
1181	11.84	 $445.77 
1182	11.47	 $409.11 
1183	9.21	 $249.70 
1184	8.79	 $468.83 
1185	12.56	 $512.28 
1186	15.8	 $547.71 
1187	9.02	 $566.27 
1188	13.73	 $473.92 
1189	16.02	 $439.82 
1190	13.98	 $632.26 
1191	7.99	 $575.32 
1192	10.87	 $206.01 
1193	16.54	 $305.77 
1194	11.42	 $429.57 
1195	13.2	 $476.95 
1196	8.7	 $387.56 
1197	8.92	 $585.39 
1198	13.07	 $499.51 
1199	14.56	 $718.30 
1200	13.86	 $470.58 
1201	7.11	 $314.46 
1202	12.06	 $387.73 
1203	15.84	 $547.52 
1204	11.71	 $348.14 
1205	14.32	 $929.47 
1206	15.31	 $510.29 
1207	12.89	 $483.48 
1208	12.19	 $233.38 
1209	12.82	 $903.05 
1210	10.18	 $858.17 
1211	17.79	 $612.18 
1212	10.21	 $310.47 
1213	16.87	 $709.23 
1214	11.11	 $724.48 
1215	15.83	 $945.28 
1216	17.67	" $1,123.35 "
1217	10.73	 $231.43 
1218	12.12	 $597.06 
1219	9.72	 $657.04 
1220	11.4	 $408.61 
1221	10.13	 $333.95 
1222	12.36	 $586.22 
1223	14.3	 $621.01 
1224	6.17	 $185.77 
1225	14.73	 $380.98 
1226	8.83	 $198.75 
1227	8.43	 $433.77 
1228	11.87	 $303.81 
1229	10.62	 $636.62 
1230	21.36	 $407.55 
1231	16.25	 $592.13 
1232	10.64	 $379.39 
1233	9.3	 $328.18 
1234	15.09	 $583.08 
1235	8.51	 $339.36 
1236	9.89	 $655.58 
1237	13.61	 $803.10 
1238	14.76	 $672.45 
1239	10.85	 $401.39 
1240	11.91	 $402.73 
1241	10.75	 $414.40 
1242	10.8	 $479.21 
1243	19.19	" $1,014.05 "
1244	13.13	 $783.53 
1245	10.36	 $511.28 
1246	15.32	 $781.00 
1247	12.32	 $220.87 
1248	8.87	 $417.16 
1249	10.44	 $321.78 
1250	19.36	 $591.40 
1251	15.44	 $730.04 
1252	10	 $541.32 
1253	11.48	 $335.44 
1254	19.94	 $998.49 
1255	10.77	 $333.50 
1256	10.11	 $264.39 
1257	9.46	 $763.84 
1258	15.31	 $465.30 
1259	12.32	 $580.99 
1260	14.49	 $492.26 
1261	12.5	 $412.63 
1262	7.99	 $449.12 
1263	15.11	 $820.46 
1264	14.72	 $682.47 
1265	10.27	 $313.96 
1266	11.4	 $576.67 
1267	12.73	 $494.68 
1268	16.69	 $714.98 
1269	11.28	 $524.17 
1270	8.87	 $432.68 
1271	9.11	 $667.52 
1272	15.7	 $559.32 
1273	12.62	 $590.69 
1274	14.61	 $574.22 
1275	9.77	 $461.57 
1276	19.39	 $560.55 
1277	10.35	 $408.56 
1278	15.01	 $453.73 
1279	13.44	 $353.77 
1280	12.16	 $601.98 
1281	14.64	 $248.24 
1282	16.45	 $455.95 
1283	13.27	 $382.60 
1284	7.92	 $390.17 
1285	12.62	 $410.34 
1286	14.08	 $259.39 
1287	16.08	 $453.00 
1288	9.44	 $110.85 
1289	12.88	 $826.13 
1290	11.86	 $385.21 
1291	13.41	 $433.37 
1292	14.69	 $877.52 
1293	7.12	 $497.70 
1294	14.95	 $585.72 
1295	15.12	 $587.44 
1296	9.46	 $489.74 
1297	17.04	 $280.66 
1298	13.67	 $418.82 
1299	15.13	 $590.25 
1300	17.11	 $604.73 
1301	9.55	 $489.71 
1302	13.92	 $581.11 
1303	19.08	 $860.23 
1304	13.05	 $580.25 
1305	14.35	 $643.49 
1306	13	 $593.98 
1307	16.14	 $445.85 
1308	11.96	 $465.61 
1309	14.64	 $411.18 
1310	12.7	 $723.37 
1311	13.06	 $431.68 
1312	14.08	 $495.41 
1313	15.91	 $549.76 
1314	8.87	 $702.16 
1315	12.47	 $331.87 
1316	12.6	 $447.08 
1317	10.8	 $403.39 
1318	15.9	 $349.14 
1319	13.24	 $396.29 
1320	19.97	" $1,086.58 "
1321	14.3	 $661.05 
1322	12.43	 $383.86 
1323	13.94	 $478.24 
1324	11.83	 $319.27 
1325	15.26	 $306.32 
1326	18.11	 $728.50 
1327	13.69	 $903.43 
1328	16.44	 $603.94 
1329	16.08	 $330.26 
1330	17.31	 $987.39 
1331	15.48	 $934.50 
1332	10.78	 $600.69 
1333	13.62	 $430.36 
1334	15.02	 $691.59 
1335	11.21	 $267.18 
1336	18.55	 $842.72 
1337	11.73	 $970.24 
1338	12.39	 $328.91 
1339	8.62	 $659.84 
1340	8.02	 $683.31 
1341	8.47	 $383.42 
1342	17.3	 $573.62 
1343	6.84	 $466.07 
1344	9.31	 $582.84 
1345	12.35	 $382.02 
1346	14.89	 $478.11 
1347	8.89	 $635.78 
1348	11.11	 $555.75 
1349	13.75	 $335.10 
1350	9.13	 $337.02 
1351	11.85	 $560.49 
1352	15.62	 $524.01 
1353	10.92	 $394.08 
1354	18.08	" $1,008.81 "
1355	9.99	 $579.01 
1356	11.02	 $708.81 
1357	14.24	 $229.25 
1358	14.48	 $466.73 
1359	16.2	 $523.19 
1360	17.52	 $554.36 
1361	15.88	 $369.24 
1362	11.5	 $478.06 
1363	14.45	 $545.18 
1364	10.58	 $227.59 
1365	13.37	 $483.70 
1366	17.41	 $173.31 
1367	11.35	 $640.52 
1368	11.05	 $678.04 
1369	17.41	 $637.88 
1370	13.51	 $700.76 
1371	15.23	 $763.04 
1372	17.02	 $436.82 
1373	11.66	 $341.62 
1374	9.52	 $873.76 
1375	13.73	 $398.03 
1376	14.7	 $646.77 
1377	15.32	 $308.34 
1378	13.74	 $467.09 
1379	11.83	 $917.77 
1380	14.55	 $494.54 
1381	13.94	 $335.70 
1382	8.63	 $550.62 
1383	11.45	 $455.72 
1384	11.62	 $174.37 
1385	11.51	 $544.13 
1386	15.01	 $489.55 
1387	10.48	 $492.57 
1388	16.81	 $447.93 
1389	17.17	 $937.11 
1390	13.9	 $440.87 
1391	17.78	" $2,256.21 "
1392	10.07	 $332.82 
1393	13.28	 $415.18 
1394	3.76	 $540.10 
1395	9.92	 $235.16 
1396	6.55	 $346.40 
1397	10.28	 $501.18 
1398	17.67	 $542.60 
1399	15.02	 $338.38 
1400	8.53	 $326.24 
1401	14.87	 $513.89 
1402	10.07	 $471.09 
1403	7.97	 $303.44 
1404	13.47	 $590.82 
1405	15.06	 $233.60 
1406	15.79	 $560.87 
1407	10.89	 $488.26 
1408	7.82	 $332.84 
1409	10.71	 $715.45 
1410	10.72	 $262.82 
1411	12.88	 $494.94 
1412	10.44	 $501.63 
1413	12.59	 $460.91 
1414	12.81	 $473.15 
1415	10.24	 $306.86 
1416	10.37	 $451.52 
1417	13.79	 $976.82 
1418	15.37	 $351.11 
1419	10.45	 $320.41 
1420	16.62	 $559.42 
1421	14.59	 $868.77 
1422	16.91	 $446.05 
1423	16.32	 $304.68 
1424	12.16	 $367.56 
1425	8.99	 $395.39 
1426	16.11	 $733.00 
1427	9.96	 $400.42 
1428	14.39	 $287.58 
1429	15.43	 $984.92 
1430	11.87	 $400.39 
1431	12.25	 $846.97 
1432	15.45	 $386.41 
1433	16.69	 $311.74 
1434	12.18	 $605.39 
1435	11.35	 $510.20 
1436	11.1	 $446.37 
1437	14.17	 $564.16 
1438	17.29	 $650.21 
1439	12.24	 $372.22 
1440	14.84	 $679.28 
1441	14.83	 $335.15 
1442	11.01	 $748.94 
1443	8.67	 $340.06 
1444	11.36	 $319.19 
1445	7.91	 $434.70 
1446	10.46	 $224.73 
1447	15.14	 $326.34 
1448	20.96	 $322.76 
1449	14.77	 $411.53 
1450	13.48	 $323.17 
1451	10.49	 $527.80 
1452	9.5	 $392.21 
1453	13.62	 $360.26 
1454	11.96	 $537.95 
1455	6.37	 $464.76 
1456	17.35	 $485.22 
1457	8.85	 $287.22 
1458	11.54	 $490.62 
1459	15.06	 $752.00 
1460	10.59	 $350.34 
1461	12.73	 $605.96 
1462	10.46	" $1,292.75 "
1463	14.05	 $333.44 
1464	17.51	 $791.98 
1465	11.44	 $909.44 
1466	7.09	 $276.75 
1467	13.53	 $416.91 
1468	6.91	 $260.95 
1469	11.84	 $275.09 
1470	15.01	 $273.62 
1471	10.16	 $550.08 
1472	15.61	 $965.55 
1473	13.11	 $509.57 
1474	12.55	 $689.93 
1475	11.96	 $562.17 
1476	10.89	 $386.50 
1477	12.63	 $623.12 
1478	12.52	 $504.04 
1479	9.57	 $300.21 
1480	12.24	 $617.22 
1481	17.1	 $612.55 
1482	10.41	 $610.77 
1483	16.86	 $482.00 
1484	13.48	 $299.58 
1485	10.19	 $700.23 
1486	13.86	 $700.85 
1487	17.18	 $353.01 
1488	8.83	 $549.81 
1489	10.8	 $266.33 
1490	14.37	 $888.42 
1491	16.43	 $511.22 
1492	14.97	 $289.23 
1493	10.94	 $341.01 
1494	12.82	 $350.55 
1495	11.96	 $253.35 
1496	17.88	 $837.56 
1497	15.76	 $418.07 
1498	7.8	 $432.03 
1499	9.95	 $282.63 
1500	13.7	 $894.97 
1501	11.83	 $411.61 
1502	14.35	 $424.39 
1503	18.28	 $668.67 
1504	12.31	 $575.67 
1505	9.33	 $550.59 
1506	11.94	 $411.61 
1507	11.38	 $501.94 
1508	21.13	 $895.09 
1509	15.54	 $539.83 
1510	15.65	 $701.43 
1511	19.62	 $470.78 
1512	9.42	 $245.29 
1513	15.35	 $820.59 
1514	11.26	 $308.70 
1515	7.36	 $315.34 
1516	10.31	 $663.04 
1517	10.43	 $225.08 
1518	8.65	 $439.36 
1519	10.2	 $516.69 
1520	12.06	 $383.00 
1521	14.44	 $492.39 
1522	10.78	 $463.57 
1523	15.82	 $723.93 
1524	9.13	 $517.73 
1525	2.4	 $384.37 
1526	11.45	 $951.38 
1527	11.98	 $965.79 
1528	11.14	 $389.69 
1529	12.33	 $663.79 
1530	13.99	 $495.62 
1531	16.92	 $497.74 
1532	13.06	 $527.11 
1533	8.63	 $510.29 
1534	12.61	 $451.09 
1535	13.49	 $623.11 
1536	15.33	 $594.08 
1537	10.03	 $581.37 
1538	7.44	 $254.09 
1539	11.37	 $354.44 
1540	6.18	 $423.61 
1541	11.56	 $503.48 
1542	13.16	 $302.47 
1543	13.43	 $927.33 
1544	16.37	 $622.24 
1545	13.5	 $444.80 
1546	18.8	 $721.26 
1547	12.99	 $388.11 
1548	15.39	 $613.61 
1549	11.36	 $316.95 
1550	11.61	 $510.51 
1551	18.35	" $1,727.57 "
1552	19.69	 $895.06 
1553	15.1	 $733.50 
1554	12.45	 $686.89 
1555	14.03	 $245.82 
1556	13.96	 $728.52 
1557	15.48	 $477.39 
1558	12.17	 $255.52 
1559	9.98	 $572.93 
1560	11.32	 $344.26 
1561	18.8	 $826.39 
1562	8.96	 $272.94 
1563	14.9	 $721.86 
1564	18.42	 $657.04 
1565	7.92	 $437.76 
1566	9.18	 $528.05 
1567	12.51	 $773.37 
1568	13.24	 $603.01 
1569	9.37	 $637.63 
1570	12.26	 $395.25 
1571	15.79	 $553.65 
1572	14.24	 $411.52 
1573	12.14	 $361.07 
1574	16.31	 $967.85 
1575	14.29	 $262.11 
1576	10.26	 $506.97 
1577	18.83	 $659.78 
1578	12.09	" $1,157.52 "
1579	9.69	 $451.98 
1580	12.81	" $1,344.46 "
1581	11.56	 $865.42 
1582	10.6	 $346.35 
1583	10.2	 $624.33 
1584	13.77	 $533.89 
1585	8.73	 $291.42 
1586	13.59	 $436.84 
1587	14.85	 $204.83 
1588	13.48	 $340.37 
1589	13.64	 $321.67 
1590	10.75	 $281.09 
1591	12.15	 $399.72 
1592	11.98	 $381.09 
1593	18.52	 $313.30 
1594	13.02	 $880.33 
1595	12.05	 $473.82 
1596	12.91	 $352.31 
1597	11.54	 $370.98 
1598	10.4	 $677.43 
1599	16.15	 $803.04 
1600	10.88	 $513.25 
1601	14.99	 $989.10 
1602	14.03	 $712.98 
1603	12.21	 $324.19 
1604	14.77	" $1,061.62 "
1605	19.02	" $1,500.29 "
1606	17.61	 $752.69 
1607	17.28	 $551.13 
1608	10.65	 $311.02 
1609	10.34	 $515.64 
1610	13.27	 $404.70 
1611	7.29	 $693.53 
1612	14.16	 $718.35 
1613	7.93	 $739.43 
1614	12.19	 $649.00 
1615	14.67	 $412.12 
1616	10.23	 $381.73 
1617	10.37	 $323.75 
1618	19.8	 $770.07 
1619	8.23	 $981.93 
1620	15.5	 $397.25 
1621	7.52	 $206.06 
1622	13.55	 $254.41 
1623	10.32	 $200.91 
1624	16.02	 $291.26 
1625	12.09	 $395.96 
1626	17.28	 $883.78 
1627	8.29	 $475.98 
1628	13.06	 $552.42 
1629	12.8	 $791.07 
1630	15.21	 $797.87 
1631	8.12	 $418.36 
1632	13.82	 $447.02 
1633	12.02	 $583.12 
1634	14.68	 $689.94 
1635	12.78	 $338.78 
1636	5.89	 $430.21 
1637	16.66	 $460.78 
1638	7.29	 $445.88 
1639	11.42	 $417.58 
1640	15.69	" $1,104.41 "
1641	9	 $368.70 
1642	12.41	 $352.66 
1643	4.53	 $254.18 
1644	16.37	 $527.08 
1645	14.22	" $1,253.39 "
1646	7.42	 $272.16 
1647	17.96	 $710.92 
1648	10.36	 $633.30 
1649	20.72	" $1,608.45 "
1650	16.52	 $631.40 
1651	13.59	 $632.02 
1652	11.95	 $381.10 
1653	10.46	 $240.13 
1654	8.41	 $486.04 
1655	15.8	 $913.22 
1656	12.12	 $500.59 
1657	14.45	 $491.22 
1658	12.43	 $433.52 
1659	10.47	 $310.59 
1660	9	 $374.02 
1661	14.55	" $1,404.59 "
1662	6.44	 $232.86 
1663	10.51	 $394.56 
1664	14.94	 $348.06 
1665	18.6	 $796.78 
1666	12.82	 $237.06 
1667	16.75	 $248.78 
1668	13.9	 $653.86 
1669	8.71	 $197.76 
1670	10.69	 $385.41 
1671	15.86	 $428.96 
1672	8.86	 $358.10 
1673	14.1	 $570.72 
1674	11.26	 $446.74 
1675	3.68	 $333.94 
1676	11.02	 $462.62 
1677	9.72	 $266.29 
1678	9.96	 $223.76 
1679	18.95	 $486.11 
1680	15.82	 $813.87 
1681	12.19	 $463.34 
1682	15.59	 $771.60 
1683	15.9	 $872.42 
1684	12.21	 $602.13 
1685	14.5	 $607.11 
1686	8.85	 $374.87 
1687	8.73	 $187.79 
1688	12.58	 $506.42 
1689	15.6	 $539.39 
1690	8.32	 $625.74 
1691	14.13	 $476.52 
1692	11.06	 $279.19 
1693	11.82	 $781.42 
1694	8.55	 $405.30 
1695	21.14	 $738.75 
1696	10.97	 $376.50 
1697	11.91	 $506.63 
1698	11.71	 $449.55 
1699	13.5	 $381.06 
1700	7.69	 $358.81 
1701	14.38	 $521.04 
1702	16.21	 $534.91 
1703	10.07	 $548.14 
1704	9.96	 $315.45 
1705	14.82	" $1,166.99 "
1706	10.9	 $781.22 
1707	12.59	 $759.30 
1708	13.64	 $428.12 
1709	14.23	 $479.12 
1710	12.92	 $216.36 
1711	13.24	 $556.14 
1712	12.08	 $176.18 
1713	11.04	 $311.79 
1714	9.39	 $312.01 
1715	15.36	 $433.76 
1716	13.29	 $518.37 
1717	9.94	 $337.90 
1718	12.08	 $438.31 
1719	8.8	 $295.22 
1720	16.32	 $559.12 
1721	10.8	" $1,080.22 "
1722	14.38	 $703.05 
1723	15.93	 $365.73 
1724	12.1	 $444.60 
1725	16.72	" $1,073.87 "
1726	6.03	 $395.26 
1727	10.3	 $389.56 
1728	5.41	 $320.66 
1729	10.02	 $522.59 
1730	15.26	 $566.86 
1731	10	 $558.19 
1732	16.55	 $497.21 
1733	9.11	 $369.11 
1734	15.03	 $896.67 
1735	16.88	 $752.20 
1736	11.02	 $511.16 
1737	14.5	 $957.51 
1738	10.67	 $309.47 
1739	9.31	 $368.92 
1740	17.58	" $1,664.85 "
1741	10.21	 $530.89 
1742	7.53	 $264.19 
1743	13.13	 $791.61 
1744	13.95	 $585.75 
1745	12.53	 $322.62 
1746	11.02	 $678.98 
1747	7.99	 $402.42 
1748	13.78	 $562.22 
1749	10.75	 $301.28 
1750	12.12	 $450.71 
1751	12.58	 $312.25 
1752	11.41	 $466.44 
1753	12.17	 $522.29 
1754	11.69	 $243.57 
1755	14.41	 $365.61 
1756	16.54	 $629.10 
1757	18.95	 $713.86 
1758	8	 $469.29 
1759	12.66	 $612.77 
1760	10.47	 $728.93 
1761	15.26	 $675.71 
1762	7.68	 $404.76 
1763	10.72	 $518.53 
1764	11.86	 $287.31 
1765	10.72	 $429.74 
1766	15.75	 $385.07 
1767	15.17	 $322.86 
1768	12.18	 $433.01 
1769	7.76	 $483.31 
1770	6.6	 $365.08 
1771	10.09	 $401.88 
1772	16.5	" $1,249.31 "
1773	12.5	 $502.50 
1774	11.76	 $594.82 
1775	11.94	 $368.37 
1776	15.96	 $681.37 
1777	7.35	 $331.41 
1778	17.89	 $496.07 
1779	8.52	 $472.85 
1780	8.12	 $277.75 
1781	17.62	 $707.81 
1782	5.77	 $295.22 
1783	7.08	 $431.06 
1784	9.39	 $650.29 
1785	13.34	" $1,317.83 "
1786	15.76	 $570.76 
1787	14.17	 $642.30 
1788	6.56	 $422.13 
1789	11.66	 $530.57 
1790	12.16	 $367.09 
1791	13.83	 $576.36 
1792	11.91	 $277.32 
1793	12.44	 $354.92 
1794	9.04	 $255.41 
1795	8.29	 $283.73 
1796	5.73	 $451.87 
1797	20.35	 $820.64 
1798	16.28	 $369.38 
1799	8.12	 $394.18 
1800	18.55	 $472.29 
1801	11.57	 $506.87 
1802	8.13	 $382.31 
1803	6.53	 $431.97 
1804	10.61	 $390.20 
1805	13.73	 $411.58 
1806	17.24	 $634.15 
1807	17.09	 $635.93 
1808	9.27	 $281.29 
1809	14.53	 $811.28 
1810	11.43	 $614.46 
1811	14.65	 $404.32 
1812	15.97	 $678.12 
1813	13.72	 $310.15 
1814	13.32	 $379.12 
1815	15.42	 $684.14 
1816	8.7	 $564.41 
1817	10.61	 $606.45 
1818	22.36	" $1,037.16 "
1819	16.48	 $834.33 
1820	11.53	 $420.29 
1821	12.78	 $629.23 
1822	15.37	 $819.93 
1823	14.89	 $479.65 
1824	9.56	 $462.80 
1825	12.67	 $500.73 
1826	7.91	 $593.43 
1827	13.66	 $834.54 
1828	12.05	 $574.84 
1829	9.69	 $426.94 
1830	10.67	 $583.64 
1831	13.49	" $1,151.94 "
1832	13.51	 $368.08 
1833	10.23	 $527.70 
1834	18.34	" $1,230.70 "
1835	8.77	 $523.20 
1836	18.17	 $410.97 
1837	13.34	 $280.03 
1838	15.75	 $239.91 
1839	10.66	 $603.76 
1840	9.09	 $490.48 
1841	11.76	 $817.15 
1842	9.46	 $670.24 
1843	15.59	 $372.49 
1844	11.23	 $486.57 
1845	7.42	 $420.67 
1846	12.92	 $420.92 
1847	9.8	 $406.70 
1848	13.67	" $1,060.77 "
1849	14.46	 $332.72 
1850	14.18	 $650.84 
1851	14.02	 $747.64 
1852	15.22	 $645.86 
1853	7.42	 $423.71 
1854	14.43	 $488.80 
1855	13.38	 $430.74 
1856	16.32	 $779.45 
1857	18.83	" $1,238.62 "
1858	13.59	 $229.77 
1859	15.99	 $364.95 
1860	12.7	 $259.14 
1861	10.94	 $330.96 
1862	8.38	 $383.12 
1863	11.73	 $480.89 
1864	11.93	 $343.47 
1865	10.68	 $221.79 
1866	18.16	 $794.96 
1867	15.85	 $601.45 
1868	6.78	 $505.89 
1869	13.14	 $606.59 
1870	8.85	 $505.25 
1871	13.66	 $433.37 
1872	10.97	 $312.78 
1873	8.42	 $350.53 
1874	9.3	 $624.48 
1875	13.97	 $767.78 
1876	15.66	 $265.72 
1877	11.4	 $711.22 
1878	14.04	 $485.18 
1879	10.55	 $389.33 
1880	13.8	 $638.45 
1881	20.71	 $993.18 
1882	14.88	 $634.22 
1883	13.15	 $715.45 
1884	12.54	 $652.77 
1885	12.64	 $624.60 
1886	10	 $380.20 
1887	16.58	 $446.08 
1888	8.89	 $452.16 
1889	13.77	 $387.42 
1890	9.28	 $510.87 
1891	9.34	 $450.94 
1892	10.11	 $381.98 
1893	14.6	 $451.58 
1894	8.06	 $398.47 
1895	10.01	 $375.56 
1896	16.32	 $483.52 
1897	14.37	 $536.15 
1898	10.67	 $230.06 
1899	12.82	 $708.84 
1900	12.47	 $533.07 
1901	5.79	 $542.75 
1902	9.29	 $331.94 
1903	12.15	 $526.14 
1904	15.53	 $380.96 
1905	11.5	 $291.73 
1906	4.26	 $504.73 
1907	7.33	 $251.45 
1908	8.16	 $360.06 
1909	16.65	" $1,284.22 "
1910	15.83	 $528.85 
1911	14.06	 $461.37 
1912	10.71	 $709.67 
1913	7.53	 $486.67 
1914	10.24	 $379.53 
1915	18.97	 $565.03 
1916	16.21	 $684.48 
1917	15.19	 $654.63 
1918	16.3	 $750.70 
1919	16.35	 $337.72 
1920	11.33	 $546.86 
1921	17.35	 $625.73 
1922	13.49	 $297.50 
1923	10.91	 $732.87 
1924	11.17	 $477.35 
1925	9.6	 $383.06 
1926	15.7	 $486.97 
1927	14.31	" $1,128.16 "
1928	17.68	 $498.85 
1929	16.6	 $747.96 
1930	16.48	 $602.74 
1931	14.26	 $476.01 
1932	19.39	 $530.74 
1933	17.53	 $819.40 
1934	11.64	 $833.17 
1935	9.9	 $502.24 
1936	12.49	 $645.85 
1937	21.14	" $1,705.98 "
1938	15.34	 $531.45 
1939	13.97	 $398.68 
1940	13.68	 $534.50 
1941	12.31	 $378.34 
1942	11.85	 $902.47 
1943	17.04	 $472.12 
1944	19.29	 $799.27 
1945	14.29	" $1,020.28 "
1946	15.23	 $825.46 
1947	15.37	 $714.64 
1948	15.76	 $598.71 
1949	14.5	 $732.74 
1950	18.29	 $594.50 
1951	12.35	 $831.84 
1952	14.32	 $510.17 
1953	16.35	 $693.63 
1954	10.06	 $385.95 
1955	14.67	 $374.05 
1956	12.2	 $272.87 
1957	17.35	 $427.76 
1958	18.15	 $668.46 
1959	15.87	 $636.25 
1960	10.01	 $636.50 
1961	13.22	 $335.56 
1962	17	 $503.15 
1963	14.3	 $474.55 
1964	10.47	 $333.03 
1965	14.16	 $703.00 
1966	12.15	 $261.72 
1967	14.27	 $416.42 
1968	10.84	 $497.38 
1969	15.37	 $218.16 
1970	14.95	 $796.12 
1971	9.7	 $395.53 
1972	9.24	 $433.66 
1973	16.5	 $692.70 
1974	13.29	 $322.49 
1975	10.62	 $591.38 
1976	11.98	 $438.46 
1977	18.18	 $396.25 
1978	12.53	 $363.68 
1979	12.48	 $465.56 
1980	8.48	 $502.11 
1981	14.46	 $507.37 
1982	14.69	 $609.93 
1983	10	 $658.36 
1984	10.56	 $404.59 
1985	13.48	 $469.68 
1986	15.95	 $834.91 
1987	15.37	 $718.86 
1988	9.97	 $650.06 
1989	8.56	" $1,114.92 "
1990	11.43	 $891.47 
1991	12.86	 $321.78 
1992	9.21	 $703.35 
1993	10.55	 $860.81 
1994	10.86	 $529.93 
1995	13.78	 $536.69 
1996	13.26	 $475.32 
1997	13.9	 $364.00 
1998	14.33	 $564.16 
1999	15.19	 $383.95 
2000	14.52	 $566.69 
2001	9.44	 $828.17 
2002	14.43	 $674.85 
2003	11.81	 $369.35 
2004	16.89	 $280.34 
2005	11.66	 $458.87 
2006	12.29	 $514.63 
2007	4.67	 $367.89 
2008	13.69	 $625.12 
2009	15.09	 $327.31 
2010	9.34	 $318.00 
2011	8.62	 $421.86 
2012	13.27	 $509.72 
2013	11.25	 $542.49 
2014	10.02	 $332.88 
2015	7.6	 $661.28 
2016	20.07	 $597.75 
2017	9.54	 $488.14 
2018	13.88	 $765.64 
2019	13.06	 $596.88 
2020	13.98	 $398.53 
2021	11.27	 $531.99 
2022	19.82	 $563.51 
2023	15.67	 $836.75 
2024	14.65	 $372.37 
2025	8.96	 $351.81 
2026	10.64	 $763.11 
2027	14.11	 $413.78 
2028	10.51	 $910.66 
2029	15.6	" $1,307.03 "
2030	14.36	 $924.58 
2031	13.66	 $528.91 
2032	13.94	 $522.89 
2033	14.54	 $415.41 
2034	10.87	 $608.23 
2035	12.16	 $903.62 
2036	11.39	 $348.24 
2037	11.92	 $543.48 
2038	14.54	 $446.90 
2039	13.37	 $385.98 
2040	11.79	 $489.42 
2041	16.9	 $812.27 
2042	14.23	 $197.70 
2043	12.04	 $522.48 
2044	16.18	 $887.72 
2045	20.02	 $437.15 
2046	7.01	 $451.26 
2047	10.92	 $437.38 
2048	15.04	 $427.06 
2049	4.12	 $255.80 
2050	9.15	 $469.40 
2051	11.61	 $135.58 
