Obs	NO_SEGUIDORES	INGRESOS_POR_CONTENIDO_ONLINE
931	17167	" $5,495.99 "
932	3664	 $808.47 
933	13125	" $3,713.17 "
934	22348	" $8,750.84 "
935	13773	" $5,135.11 "
936	22284	" $7,810.85 "
937	6694	" $4,834.22 "
938	3713	" $3,693.11 "
939	19559	" $7,965.24 "
940	23275	" $8,788.63 "
941	14730	" $5,351.26 "
942	16166	" $8,322.79 "
943	4955	" $3,518.47 "
944	12199	 $958.61 
945	4703	" $2,661.49 "
946	7256	" $4,400.56 "
947	31540	" $11,130.24 "
948	23096	" $10,792.63 "
949	16111	" $6,366.23 "
950	9554	" $5,969.83 "
951	36087	" $10,970.17 "
952	21218	" $5,013.03 "
953	15493	" $6,438.76 "
954	48750	" $15,136.06 "
955	6175	" $2,332.72 "
956	29960	" $9,224.01 "
957	6654	" $4,119.11 "
958	6690	" $4,723.75 "
959	11433	" $4,726.80 "
960	11956	" $4,859.09 "
961	7520	" $4,523.82 "
962	11456	" $5,306.30 "
963	11985	" $5,807.50 "
964	5012	" $4,110.78 "
965	41634	" $11,835.91 "
966	5585	" $4,093.29 "
967	12550	" $7,490.67 "
968	34568	" $10,319.66 "
969	31310	" $11,154.68 "
970	4880	" $2,699.13 "
971	20006	" $5,390.88 "
972	1981	" $3,136.44 "
973	12001	" $5,249.20 "
974	13334	" $4,182.04 "
975	17090	" $6,424.26 "
976	19899	" $10,934.42 "
977	20355	" $4,575.21 "
978	10998	" $2,477.00 "
979	119927	" $32,650.24 "
980	5146	" $1,966.82 "
981	9190	" $2,825.46 "
982	6165	" $3,534.70 "
983	59313	" $20,147.93 "
984	35436	" $12,329.88 "
985	5779	" $4,340.59 "
986	25129	" $8,555.05 "
987	5340	" $4,422.71 "
988	4731	" $2,598.07 "
989	52956	" $14,742.44 "
990	13111	" $5,080.26 "
991	24872	" $4,852.84 "
992	45906	" $12,278.19 "
993	7956	" $8,223.24 "
994	51771	" $16,307.76 "
995	16332	" $6,518.38 "
996	6455	" $3,665.45 "
997	57084	" $21,150.34 "
998	11394	" $7,103.35 "
999	5823	" $5,432.25 "
1000	17519	" $5,203.32 "
1001	8470	" $2,166.91 "
1002	18337	" $7,171.10 "
1003	19397	" $8,057.54 "
1004	8215	" $2,588.50 "
1005	21367	" $8,811.92 "
1006	12484	" $5,331.96 "
1007	9983	" $4,600.77 "
1008	22503	" $10,780.29 "
1009	34874	" $11,080.82 "
1010	8039	" $3,231.37 "
1011	19686	" $7,543.44 "
1012	4827	" $6,520.00 "
1013	37930	" $10,156.81 "
1014	22736	" $6,459.19 "
1015	23422	" $7,292.11 "
1016	25211	" $8,330.04 "
1017	24471	" $8,781.45 "
1018	31072	" $8,460.37 "
1019	10850	" $7,630.58 "
1020	38825	" $14,151.99 "
1021	39297	" $11,965.81 "
1022	23157	" $7,673.59 "
1023	19902	" $9,362.87 "
1024	40784	" $11,056.19 "
1025	6503	" $2,944.71 "
1026	13522	" $4,847.43 "
1027	24537	" $9,450.10 "
1028	48410	" $13,860.16 "
1029	27954	" $10,308.94 "
1030	10393	" $4,914.51 "
1031	19084	" $7,404.68 "
1032	15215	" $5,373.91 "
1033	11381	" $4,540.05 "
1034	5747	" $2,393.67 "
1035	6033	" $3,532.03 "
1036	32528	" $12,907.35 "
1037	7619	" $4,074.26 "
1038	11402	" $3,132.58 "
1039	42514	" $13,676.30 "
1040	5414	" $2,031.28 "
1041	41901	" $10,933.05 "
1042	5921	" $7,255.32 "
1043	3282	" $4,232.94 "
1044	19295	" $7,660.78 "
1045	7133	" $4,647.01 "
1046	8998	" $6,247.07 "
1047	23313	" $7,428.71 "
1048	11674	" $5,980.68 "
1049	8255	" $6,427.82 "
1050	8364	" $5,935.85 "
1051	29853	" $7,493.36 "
1052	17889	" $6,663.25 "
1053	20384	" $5,388.97 "
1054	8821	" $3,331.16 "
1055	10604	" $4,217.84 "
1056	4984	" $2,637.36 "
1057	33199	" $10,007.17 "
1058	16393	" $5,538.16 "
1059	5560	" $2,982.67 "
1060	38022	" $8,437.74 "
1061	17144	" $6,032.99 "
1062	37812	" $11,003.75 "
1063	9680	" $4,398.77 "
1064	63504	" $17,598.79 "
1065	15390	" $6,930.10 "
1066	4356	" $2,791.71 "
1067	9422	" $5,125.27 "
1068	7858	" $3,676.45 "
1069	13256	" $4,521.96 "
1070	5838	" $1,144.38 "
1071	22656	" $10,051.07 "
1072	12501	" $4,894.73 "
1073	6623	" $1,980.30 "
1074	16179	" $7,580.59 "
1075	15903	" $5,902.98 "
1076	15241	" $7,104.23 "
1077	47454	" $12,109.39 "
1078	43042	" $11,613.05 "
1079	33489	" $10,490.40 "
1080	14508	" $6,340.76 "
1081	4301	" $3,796.99 "
1082	10351	" $2,998.01 "
1083	3686	" $3,537.90 "
1084	8809	" $4,066.62 "
1085	41669	" $12,143.90 "
1086	78232	" $18,472.06 "
1087	14267	" $5,678.50 "
1088	2741	 $964.73 
1089	21726	" $6,572.43 "
1090	23328	" $8,725.75 "
1091	12772	" $4,373.66 "
1092	36827	" $10,559.34 "
1093	7619	" $5,117.12 "
1094	7492	" $2,528.28 "
1095	38932	" $12,887.41 "
1096	6840	" $4,686.41 "
1097	7947	" $3,254.90 "
1098	24794	" $7,831.12 "
1099	4556	" $5,639.56 "
1100	15075	" $4,233.17 "
1101	4933	" $3,009.77 "
1102	11867	" $3,257.06 "
1103	9913	" $2,844.64 "
1104	3667	" $1,088.04 "
1105	3413	" $5,725.58 "
1106	45382	" $10,839.51 "
1107	7075	" $3,666.83 "
1108	14494	" $4,716.79 "
1109	9344	" $2,380.58 "
1110	8865	" $2,359.13 "
1111	10555	" $4,836.75 "
1112	7998	" $3,941.10 "
1113	7272	" $6,375.16 "
1114	50982	" $17,477.40 "
1115	22520	" $7,994.32 "
1116	8353	" $3,269.27 "
1117	23669	" $7,469.29 "
1118	13788	" $4,904.92 "
1119	32744	" $8,875.24 "
1120	23034	" $7,239.68 "
1121	2633	" $1,088.81 "
1122	6122	" $5,923.00 "
1123	4971	" $3,426.68 "
1124	61322	" $16,576.98 "
1125	44178	" $13,090.21 "
1126	10778	" $4,750.61 "
1127	12717	" $4,750.40 "
1128	3734	" $2,786.51 "
1129	1952	" $1,266.85 "
1130	59449	" $15,739.63 "
1131	8251	" $4,669.39 "
1132	5048	" $1,953.99 "
1133	8235	" $2,796.61 "
1134	13698	" $6,055.39 "
1135	20889	" $8,564.32 "
1136	16654	" $6,729.95 "
1137	40146	" $13,539.00 "
1138	21811	" $8,042.99 "
1139	3929	" $4,663.47 "
1140	9493	" $7,152.82 "
1141	27223	" $8,182.72 "
1142	11702	" $3,873.16 "
1143	23901	" $7,410.79 "
1144	18166	" $9,200.72 "
1145	3027	" $5,878.46 "
1146	11289	" $8,250.14 "
1147	3824	" $4,877.27 "
1148	18993	" $5,865.37 "
1149	10901	" $5,333.90 "
1150	25399	" $7,684.20 "
1151	8855	" $4,111.23 "
1152	7366	" $4,010.49 "
1153	12487	" $4,134.79 "
1154	92713	" $25,370.37 "
1155	20501	" $7,709.01 "
1156	29438	" $7,203.50 "
1157	9922	" $3,204.72 "
1158	22699	" $7,027.25 "
1159	8442	" $4,046.13 "
1160	6257	" $5,979.01 "
1161	37031	" $11,684.16 "
1162	13302	" $5,764.64 "
1163	26768	" $7,599.19 "
1164	10331	" $5,952.63 "
1165	24108	" $9,255.77 "
1166	5288	" $3,311.93 "
1167	22543	" $6,029.86 "
1168	61295	" $19,347.52 "
1169	6067	" $5,581.14 "
1170	12406	" $5,195.34 "
1171	24115	" $7,873.06 "
1172	34958	" $8,185.87 "
1173	17315	" $7,579.52 "
1174	10243	" $6,516.11 "
1175	14327	" $8,716.73 "
1176	11385	" $4,211.97 "
1177	5526	" $4,324.69 "
1178	12589	" $3,478.88 "
1179	12737	" $1,231.37 "
1180	8484	" $2,513.20 "
1181	41779	" $12,553.42 "
1182	33595	" $10,883.23 "
1183	2933	" $3,547.56 "
1184	7047	 $566.11 
1185	12326	" $5,191.54 "
1186	9015	" $5,160.52 "
1187	17976	" $7,214.32 "
1188	24941	" $10,097.36 "
1189	4268	" $1,738.45 "
1190	31458	" $11,110.89 "
1191	27677	" $10,729.85 "
1192	7411	" $4,736.86 "
1193	12820	" $5,746.39 "
1194	18934	" $5,030.65 "
1195	25729	" $9,423.38 "
1196	21198	" $8,310.99 "
1197	6678	" $1,596.37 "
1198	27278	" $5,883.74 "
1199	8941	" $7,808.43 "
1200	32662	" $10,255.56 "
1201	8410	" $2,402.94 "
1202	22681	" $6,153.52 "
1203	13483	" $5,428.75 "
1204	14935	" $6,179.48 "
1205	5411	" $5,105.65 "
1206	4888	" $1,862.18 "
1207	2045	" $3,820.16 "
1208	22554	" $6,392.15 "
1209	11802	" $5,383.12 "
1210	2570	" $2,477.05 "
1211	34788	" $10,148.80 "
1212	54600	" $13,899.26 "
1213	5241	" $1,343.37 "
1214	29024	" $9,710.45 "
1215	11342	" $2,991.84 "
1216	40613	" $11,577.68 "
1217	2954	" $4,279.24 "
1218	25555	" $11,362.55 "
1219	49521	" $15,654.70 "
1220	28957	" $11,349.96 "
1221	13626	" $5,139.68 "
1222	10549	" $5,738.61 "
1223	17525	" $3,575.41 "
1224	16467	" $6,137.71 "
1225	65086	" $17,354.66 "
1226	3454	" $4,807.24 "
1227	79217	" $20,127.02 "
1228	43908	" $15,047.37 "
1229	11511	" $3,297.49 "
1230	10155	" $2,370.28 "
1231	10410	" $4,278.26 "
1232	14781	" $5,174.72 "
1233	3805	" $3,283.19 "
1234	1901	" $2,698.55 "
1235	53012	" $17,066.38 "
1236	18837	" $5,375.07 "
1237	42649	" $14,517.08 "
1238	23307	" $9,849.65 "
1239	7877	" $3,443.52 "
1240	7502	" $3,234.02 "
1241	10543	" $3,455.30 "
1242	37537	" $13,717.24 "
1243	24678	" $7,583.94 "
1244	12217	" $4,126.00 "
1245	18336	" $5,655.34 "
1246	6955	-$112.97 
1247	26880	" $9,712.75 "
1248	18753	" $6,230.17 "
1249	7497	" $4,981.12 "
1250	11626	" $8,217.81 "
1251	8410	" $2,935.14 "
1252	102089	" $27,541.34 "
1253	13919	" $4,607.01 "
1254	23694	" $8,633.85 "
1255	25199	" $11,301.93 "
1256	9685	" $4,427.30 "
1257	14653	" $5,764.92 "
1258	13200	" $5,542.53 "
1259	9879	" $3,034.92 "
1260	13406	" $3,442.63 "
1261	8959	" $5,865.37 "
1262	6527	" $2,478.32 "
1263	4343	" $4,475.08 "
1264	8859	" $2,678.83 "
1265	22217	" $11,003.19 "
1266	9571	" $4,185.71 "
1267	64921	" $19,046.01 "
1268	8662	" $5,058.72 "
1269	6478	" $3,285.77 "
1270	20801	" $8,448.84 "
1271	6879	" $5,676.86 "
1272	12305	" $4,038.30 "
1273	42696	" $14,896.03 "
1274	102221	" $28,662.58 "
1275	3134	" $1,806.41 "
1276	40925	" $13,989.96 "
1277	13290	" $5,387.54 "
1278	241021	" $61,892.38 "
1279	17419	" $7,661.57 "
1280	5960	" $4,467.96 "
1281	4883	 $765.11 
1282	2244	" $3,527.42 "
1283	16066	" $4,858.08 "
1284	18042	" $5,110.85 "
1285	24160	" $5,686.21 "
1286	22974	" $9,528.85 "
1287	10962	" $3,882.79 "
1288	20916	" $6,749.64 "
1289	32692	" $9,549.84 "
1290	10794	" $5,510.24 "
1291	13546	" $5,796.77 "
1292	23098	" $5,496.56 "
1293	15864	" $4,722.34 "
1294	6669	" $3,406.43 "
1295	3586	" $5,944.22 "
1296	16120	" $6,240.02 "
1297	17589	" $7,141.67 "
1298	12262	" $5,040.58 "
1299	11264	" $1,880.77 "
1300	18330	" $6,698.45 "
1301	7134	" $4,293.23 "
1302	13722	" $7,871.39 "
1303	12434	" $6,899.01 "
1304	21638	" $6,083.04 "
1305	7361	" $1,375.82 "
1306	3898	" $3,222.24 "
1307	7643	" $4,629.77 "
1308	100423	" $27,106.92 "
1309	65261	" $20,345.61 "
1310	2889	" $2,709.28 "
1311	41050	" $10,406.96 "
1312	13788	" $8,704.59 "
1313	8220	" $4,515.67 "
1314	30738	" $10,194.09 "
1315	6336	" $4,251.25 "
1316	5466	" $3,997.58 "
1317	27974	" $7,367.34 "
1318	16270	" $4,148.76 "
1319	13843	" $5,432.16 "
1320	11161	" $4,030.75 "
1321	6958	" $1,710.27 "
1322	14819	" $3,758.61 "
1323	16075	" $3,432.65 "
1324	28057	" $10,117.83 "
1325	8371	" $4,656.93 "
1326	15900	" $7,306.00 "
1327	26213	" $7,762.37 "
1328	9242	" $4,356.50 "
1329	5838	 $52.78 
1330	22573	" $7,595.67 "
1331	8064	" $5,666.66 "
1332	29521	" $7,236.90 "
1333	17569	" $8,714.96 "
1334	36171	" $11,825.38 "
1335	12102	" $4,817.31 "
1336	40376	" $9,769.45 "
1337	7338	" $2,441.71 "
1338	13939	" $7,403.33 "
1339	15081	" $4,947.82 "
1340	21889	" $5,816.88 "
1341	53412	" $13,699.65 "
1342	4489	" $3,887.55 "
1343	13921	" $7,497.20 "
1344	13849	" $7,711.03 "
1345	12094	" $5,941.49 "
1346	4965	" $2,346.54 "
1347	31389	" $8,344.45 "
1348	32835	" $12,888.83 "
1349	15781	" $7,152.56 "
1350	37933	" $10,203.25 "
1351	12927	" $3,001.10 "
1352	21709	" $7,146.69 "
1353	6815	" $3,862.41 "
1354	7043	" $5,221.55 "
1355	11683	" $4,610.30 "
1356	7791	" $2,409.12 "
1357	8971	" $5,650.22 "
1358	18273	" $5,296.86 "
1359	13739	" $5,393.69 "
1360	9285	" $5,096.28 "
1361	7914	" $5,527.35 "
1362	14935	" $9,911.42 "
1363	64864	" $20,357.35 "
1364	6804	" $3,397.97 "
1365	9941	" $4,168.49 "
1366	15583	" $4,907.31 "
1367	33537	" $9,557.22 "
1368	3882	" $3,570.58 "
1369	7748	" $6,593.49 "
1370	13995	" $5,338.91 "
1371	19891	" $8,634.41 "
1372	30574	" $9,300.44 "
1373	16879	" $6,994.13 "
1374	17745	" $5,541.10 "
1375	12887	" $3,414.58 "
1376	13312	" $8,369.40 "
1377	14603	" $5,777.16 "
1378	9557	" $3,730.32 "
1379	27759	" $9,892.96 "
1380	8531	" $4,644.40 "
1381	3172	" $1,811.52 "
1382	13788	" $3,330.21 "
1383	19048	" $8,540.76 "
1384	39097	" $12,259.85 "
1385	21600	" $7,232.00 "
1386	4966	-$631.41 
1387	8318	" $6,322.14 "
1388	1594	" $4,090.56 "
1389	10739	" $3,507.17 "
1390	28434	" $8,369.57 "
1391	12852	" $5,860.60 "
1392	29006	" $7,859.06 "
1393	32190	" $11,167.12 "
1394	20026	" $7,594.91 "
1395	42287	" $11,247.59 "
1396	13930	" $4,599.98 "
1397	12983	" $6,419.81 "
1398	24764	" $8,304.34 "
1399	24374	" $6,969.74 "
1400	25936	" $7,386.14 "
1401	15385	" $6,661.39 "
1402	11546	" $5,685.51 "
1403	62918	" $16,275.53 "
1404	6696	 $512.04 
1405	15915	" $3,301.84 "
1406	17174	" $8,708.27 "
1407	21921	" $6,963.97 "
1408	11833	" $4,550.31 "
1409	6544	" $2,488.98 "
1410	9779	" $3,652.65 "
1411	9501	" $7,420.34 "
1412	30985	" $8,191.73 "
1413	17026	" $6,255.19 "
1414	1374	" $1,438.64 "
1415	4312	" $1,688.34 "
1416	27451	" $7,264.08 "
1417	29269	" $6,992.14 "
1418	16610	" $6,370.48 "
1419	7132	" $4,001.40 "
1420	8256	" $3,754.34 "
1421	11168	" $1,867.50 "
1422	18922	" $6,636.33 "
1423	14523	" $6,663.94 "
1424	40664	" $13,126.49 "
1425	24072	" $6,870.94 "
1426	18705	" $6,483.90 "
1427	12341	" $2,538.37 "
1428	15142	" $5,045.65 "
1429	7190	" $5,333.35 "
1430	9692	" $6,774.41 "
1431	29407	" $8,937.41 "
1432	53209	" $12,923.16 "
1433	8395	" $2,131.78 "
1434	13362	" $7,299.36 "
1435	18820	" $6,833.23 "
1436	11066	" $5,598.29 "
1437	11168	" $4,283.97 "
1438	13153	" $5,371.04 "
1439	18006	" $6,761.46 "
1440	10627	" $3,951.81 "
1441	15691	" $4,591.74 "
1442	5862	" $3,211.90 "
1443	4229	 $875.55 
1444	85597	" $22,352.78 "
1445	12248	" $2,364.31 "
1446	16535	" $3,636.66 "
1447	14583	" $3,874.29 "
1448	15614	" $8,909.14 "
1449	18523	" $7,627.76 "
1450	11878	" $4,765.75 "
1451	7239	" $3,573.36 "
1452	19794	" $7,112.39 "
1453	21412	" $8,424.72 "
1454	32149	" $8,431.07 "
1455	26101	" $9,568.68 "
1456	4903	 $382.96 
1457	25242	" $6,574.87 "
1458	8525	" $4,557.88 "
1459	3965	 $650.21 
1460	12222	" $4,241.29 "
1461	7010	" $4,556.63 "
1462	12348	" $5,999.93 "
1463	4783	" $2,322.12 "
1464	78100	" $22,327.33 "
1465	62509	" $17,362.83 "
1466	25707	" $10,251.84 "
1467	74009	" $19,813.85 "
1468	3968	" $5,420.02 "
1469	7492	" $3,201.47 "
1470	47104	" $13,350.60 "
1471	19532	" $5,953.15 "
1472	3991	" $3,276.29 "
1473	15761	" $4,551.17 "
1474	10026	" $3,444.51 "
1475	7798	 $823.44 
1476	25167	" $9,898.55 "
1477	6513	" $2,815.37 "
1478	8981	" $5,545.28 "
1479	21951	" $9,300.28 "
1480	13050	" $5,045.03 "
1481	20815	" $8,535.40 "
1482	16886	" $5,829.72 "
1483	19474	" $5,257.50 "
1484	23294	" $6,549.46 "
1485	23567	" $9,802.46 "
1486	39620	" $10,662.93 "
1487	33274	" $11,042.10 "
1488	18654	" $7,625.70 "
1489	25862	" $6,912.64 "
1490	16581	" $4,922.91 "
1491	31032	" $9,254.62 "
1492	33185	" $11,813.09 "
1493	9092	" $5,358.05 "
1494	17782	" $6,959.71 "
1495	20753	" $7,840.44 "
1496	18514	" $7,354.04 "
1497	5525	" $2,970.12 "
1498	11700	" $5,928.62 "
1499	6918	" $2,000.76 "
1500	3790	" $3,211.14 "
1501	16176	" $7,300.58 "
1502	22678	" $8,313.33 "
1503	9917	" $4,596.39 "
1504	8534	" $5,065.60 "
1505	31470	" $8,565.29 "
1506	12124	" $4,105.22 "
1507	8427	" $2,511.72 "
1508	15260	" $5,802.77 "
1509	5276	" $1,532.41 "
1510	8585	" $3,341.12 "
1511	4401	-$89.90 
1512	6839	" $3,963.30 "
1513	1598	" $2,906.88 "
1514	115347	" $30,878.42 "
1515	19755	" $6,506.67 "
1516	12868	" $3,829.73 "
1517	3339	" $3,894.68 "
1518	6573	" $2,638.22 "
1519	4984	" $1,742.93 "
1520	30144	" $10,140.45 "
1521	5434	" $1,088.42 "
1522	22680	" $9,220.64 "
1523	32763	" $8,408.82 "
1524	9310	" $4,745.26 "
1525	7853	" $4,393.36 "
1526	5942	" $6,580.11 "
1527	10260	" $2,960.68 "
1528	3471	" $4,527.47 "
1529	6704	" $2,082.59 "
1530	19667	" $3,918.55 "
1531	6338	" $2,365.27 "
1532	25274	" $8,183.94 "
1533	25981	" $7,862.23 "
1534	10316	" $7,594.79 "
1535	17394	" $5,070.55 "
1536	21920	" $7,617.75 "
1537	40676	" $11,418.23 "
1538	14408	" $5,453.55 "
1539	7465	" $5,751.26 "
1540	5594	 $917.34 
1541	5267	" $2,835.66 "
1542	26369	" $9,471.13 "
1543	23278	" $7,889.66 "
1544	8706	" $7,432.77 "
1545	23500	" $8,466.78 "
1546	17939	" $6,866.91 "
1547	9784	" $5,912.54 "
1548	48576	" $14,927.65 "
1549	8317	" $3,730.31 "
1550	16173	" $3,954.46 "
1551	12427	" $6,268.48 "
1552	19265	" $8,000.88 "
1553	30641	" $10,874.39 "
1554	6787	" $2,584.46 "
1555	38491	" $13,704.27 "
1556	34306	" $11,049.82 "
1557	4041	" $2,573.37 "
1558	16301	" $7,027.41 "
1559	10303	" $3,894.28 "
1560	11838	" $5,380.05 "
1561	35820	" $11,558.11 "
1562	28496	" $9,897.96 "
1563	28559	" $8,768.27 "
1564	13396	" $3,926.26 "
1565	18097	" $8,373.29 "
1566	6237	" $2,021.76 "
1567	8023	" $2,666.36 "
1568	12044	" $3,706.61 "
1569	14272	" $1,391.75 "
1570	14030	" $4,427.37 "
1571	58704	" $17,195.83 "
1572	4633	" $3,622.21 "
1573	5707	" $2,970.88 "
1574	14454	" $6,413.03 "
1575	5642	" $1,003.46 "
1576	2780	" $3,371.78 "
1577	4867	" $4,850.50 "
1578	15677	" $6,205.99 "
1579	9492	" $5,053.79 "
1580	2292	" $2,004.85 "
1581	1984	" $3,807.78 "
1582	13865	" $5,009.77 "
1583	12156	" $6,265.69 "
1584	6143	-$514.06 
1585	27639	" $9,666.00 "
1586	10025	" $5,682.84 "
1587	11732	" $5,490.25 "
1588	14400	" $4,502.39 "
1589	13458	" $6,100.22 "
1590	14330	" $6,386.72 "
1591	33063	" $10,416.67 "
1592	20607	" $5,259.06 "
1593	9789	" $4,138.86 "
1594	11264	" $3,156.02 "
1595	29546	" $8,897.00 "
1596	25800	" $6,847.99 "
1597	32459	" $12,775.79 "
1598	4572	" $3,235.82 "
1599	14342	" $5,230.45 "
1600	9730	" $3,563.75 "
1601	31418	" $8,810.15 "
1602	2985	" $4,275.00 "
1603	5502	" $3,146.94 "
1604	27452	" $8,687.82 "
1605	10658	" $3,933.04 "
1606	14029	" $7,377.11 "
1607	10790	" $3,841.20 "
1608	13231	" $6,853.26 "
1609	6123	" $2,909.94 "
1610	23522	" $8,316.25 "
1611	10516	" $3,516.86 "
1612	6995	 $921.93 
1613	12465	" $3,857.65 "
1614	11728	" $4,272.66 "
1615	22932	" $10,189.30 "
1616	24050	" $7,316.54 "
1617	25192	" $8,722.94 "
1618	9872	" $5,747.72 "
1619	4377	" $4,227.57 "
1620	7756	" $4,480.54 "
1621	69888	" $16,241.11 "
1622	6085	" $4,443.99 "
1623	11687	" $6,849.53 "
1624	17801	" $5,841.13 "
1625	2524	" $3,052.42 "
1626	9102	" $3,027.52 "
1627	7339	" $3,947.09 "
1628	5925	" $4,667.64 "
1629	15804	" $7,463.83 "
1630	21046	" $9,210.41 "
1631	36752	" $9,955.20 "
1632	15368	" $6,182.75 "
1633	17662	" $6,805.50 "
1634	15952	" $6,878.91 "
1635	24657	" $10,195.97 "
1636	4167	" $3,928.55 "
1637	75406	" $22,017.48 "
1638	13921	" $5,633.61 "
1639	12762	" $6,029.25 "
1640	3311	" $3,312.12 "
1641	36103	" $15,283.40 "
1642	19284	" $8,874.29 "
1643	7260	" $2,980.71 "
1644	40428	" $9,228.60 "
1645	38961	" $9,163.68 "
1646	17417	" $9,149.44 "
1647	10326	" $5,382.78 "
1648	6082	" $5,274.17 "
1649	7375	" $3,934.88 "
1650	19015	" $6,045.25 "
1651	13938	" $5,205.68 "
1652	6132	" $4,662.21 "
1653	5105	" $5,991.20 "
1654	7322	" $5,741.07 "
1655	9651	" $4,981.76 "
1656	8037	" $1,659.16 "
1657	30343	" $10,077.26 "
1658	14304	" $5,573.30 "
1659	9752	" $4,153.01 "
1660	24970	" $7,499.18 "
1661	37314	" $12,791.86 "
1662	32289	" $8,730.48 "
1663	65515	" $18,654.69 "
1664	2488	" $3,500.98 "
1665	22387	" $5,442.05 "
1666	10937	" $3,012.91 "
1667	3522	" $1,799.08 "
1668	10099	" $4,398.74 "
1669	6416	" $5,157.24 "
1670	3845	" $3,649.61 "
1671	11910	" $2,637.35 "
1672	8417	" $4,675.50 "
1673	33880	" $13,857.40 "
1674	13530	" $5,069.43 "
1675	12644	" $5,455.78 "
1676	10367	" $3,648.87 "
1677	9785	" $4,276.80 "
1678	13901	" $5,788.80 "
1679	24829	" $7,967.73 "
1680	4739	" $4,306.24 "
1681	7156	" $5,866.30 "
1682	8301	" $3,243.51 "
1683	9911	" $3,249.97 "
1684	44260	" $16,146.82 "
1685	37738	" $10,843.61 "
1686	7796	" $2,511.26 "
1687	29749	" $9,862.13 "
1688	13231	" $2,241.52 "
1689	20907	" $8,706.42 "
1690	18223	" $6,500.47 "
1691	18034	" $5,112.76 "
1692	8186	" $4,549.63 "
1693	7023	" $5,526.96 "
1694	1571	 $41.28 
1695	37215	" $12,278.92 "
1696	36417	" $8,499.45 "
1697	5855	" $3,564.81 "
1698	53263	" $13,012.29 "
1699	44092	" $14,435.48 "
1700	21690	" $7,477.15 "
1701	25878	" $9,029.27 "
1702	5980	 $768.11 
1703	5116	" $3,204.07 "
1704	22056	" $10,972.23 "
1705	20437	" $8,733.18 "
1706	5807	" $2,863.62 "
1707	3288	" $2,240.27 "
1708	11272	" $3,114.90 "
1709	14520	" $6,139.25 "
1710	47503	" $16,021.31 "
1711	31339	" $9,032.22 "
1712	18911	" $3,919.61 "
1713	21279	" $5,599.03 "
1714	6168	" $6,331.63 "
1715	14099	" $6,089.61 "
1716	7704	" $4,942.98 "
1717	7303	" $4,641.86 "
1718	10675	" $5,303.79 "
1719	12639	" $6,174.28 "
1720	5134	" $1,718.97 "
1721	17985	" $5,951.55 "
1722	85086	" $24,184.59 "
1723	10947	" $6,104.34 "
1724	5546	" $5,520.99 "
1725	8293	" $4,402.40 "
1726	11644	" $4,938.98 "
1727	12825	" $4,740.52 "
1728	44387	" $14,031.23 "
1729	9472	" $4,944.69 "
1730	19198	" $5,997.17 "
1731	11671	" $3,258.38 "
1732	42302	" $13,526.11 "
1733	13438	" $5,250.66 "
1734	29806	" $10,700.87 "
1735	8528	" $4,220.76 "
1736	22679	" $7,981.21 "
1737	15264	" $6,643.81 "
1738	14707	" $4,077.23 "
1739	4660	" $2,320.02 "
1740	9874	" $5,442.58 "
1741	41814	" $11,789.99 "
1742	78095	" $24,263.31 "
1743	13881	" $5,549.90 "
1744	10196	" $6,203.28 "
1745	28768	" $7,809.98 "
1746	73463	" $19,579.02 "
1747	9518	" $4,432.34 "
1748	13988	" $5,502.41 "
1749	49243	" $16,489.96 "
1750	40178	" $14,036.79 "
1751	11006	" $4,841.63 "
1752	2861	" $2,808.56 "
1753	5579	" $3,289.97 "
1754	41938	" $12,153.30 "
1755	1773	" $2,092.61 "
1756	13935	" $3,090.46 "
1757	7630	" $1,859.36 "
1758	17420	" $5,828.32 "
1759	63969	" $18,750.26 "
1760	16449	" $5,579.54 "
1761	29577	" $8,927.09 "
1762	49190	" $15,633.11 "
1763	14107	" $2,880.03 "
1764	7688	" $2,216.89 "
1765	5777	" $3,196.99 "
1766	7201	" $1,151.53 "
1767	9019	" $3,160.96 "
1768	8931	" $5,163.82 "
1769	3380	" $1,669.63 "
1770	5692	" $1,428.31 "
1771	51178	" $14,402.13 "
1772	42471	" $12,120.36 "
1773	17579	" $3,613.32 "
1774	26647	" $10,134.18 "
1775	18014	" $2,660.66 "
1776	18073	" $7,007.00 "
1777	3124	" $1,684.69 "
1778	42757	" $12,155.40 "
1779	75902	" $20,893.18 "
1780	5660	" $2,904.35 "
1781	8807	" $6,413.68 "
1782	11437	" $3,855.06 "
1783	12997	" $6,140.31 "
1784	17783	" $6,995.01 "
1785	8923	" $2,489.18 "
1786	7209	" $1,388.72 "
1787	37733	" $10,793.58 "
1788	1455	" $2,387.01 "
1789	43621	" $12,094.70 "
1790	17798	" $8,176.09 "
